seconds,mean_intensity
-20,10.557
-10,9.533
0,10.029
10,9.79
20,9.41
30,9.548
40,9.771
50,9.124
60,9.652
70,8.929
80,9.176
90,7.967
100,8.238
110,8.019
120,7.938
130,7.91
140,7.957
150,7.824
160,7.433
170,6.79
180,6.229
190,5.871
200,5.895
210,4.695
220,5.024
230,5.21
240,5.476
250,4.31
260,4.943
270,3.8
280,4.957
290,4.438
300,4.357
310,4.186
320,3.952
330,4.31
340,3.667
350,4.186
360,4.133
370,4.171
380,4.495
390,5.319
400,4.224
410,4.243
420,4.61
430,4.614
440,4.271
450,5.233
460,4.638
470,4.4
