seconds,mean_intensity
-20,10.571
-10,10.662
0,1.97
10,2.778
20,2.5
30,3
40,3.086
50,3.005
60,2.939
70,2.828
80,2.682
90,2.884
100,3.02
110,2.707
120,2.586
130,2.687
140,2.258
150,2.768
160,2.763
170,2.444
180,2.793
190,2.742
200,2.192
210,2.278
220,2.162
230,2.995
240,2.338
250,2.222
260,2.338
270,2.045
280,2.904
290,2.939
300,2.869
310,3.525
320,3.192
330,2.975
340,3.111
350,2.914
360,3.126
370,3.576
380,3.237
390,3.035
400,3.505
410,3.035
420,3.455
430,3.712
440,2.828
450,3.222
460,3.667
470,3.424
