seconds,mean_intensity
-20,11.046
-10,10.387
0,10.879
10,9.737
20,9.873
30,10.191
40,9.766
50,9.919
60,10.081
70,10.332
80,10.159
90,10.312
100,9.72
110,10.052
120,10.113
130,9.792
140,9.419
150,8.78
160,8.46
170,8.306
180,8.003
190,7.968
200,7.474
210,8.014
220,7.905
230,6.723
240,7.931
250,7.688
260,7.575
270,7.506
280,8.358
290,7.962
300,7.468
310,6.225
320,6.246
330,6.746
340,6.341
350,6.526
360,5.879
370,6.058
380,5.838
390,6.46
400,6.514
410,5.936
420,5.754
430,5.309
440,5.552
450,5.295
460,5.46
470,5.977
