seconds,mean_intensity
-20,10.92
-10,11.873
0,11.268
10,10.525
20,10.745
30,11.586
40,10.302
50,10.377
60,11.011
70,12.363
80,11.841
90,11.48
100,10.279
110,11.393
120,11.82
130,12.064
140,11.639
150,11.621
160,11.366
170,12.22
180,11.512
190,11.422
200,10.69
210,11.22
220,10.08
230,10.241
240,10.34
250,10.488
260,10.353
270,9.531
280,9.069
290,10.443
300,9.729
310,9.584
320,9.729
330,9.541
340,10.366
350,10.523
360,9.613
370,9.592
380,9.316
390,8.08
400,9.369
410,9.676
420,9.369
430,8.806
440,8.902
450,8.867
460,8.812
470,9.066
