seconds,mean_intensity
-20,8.43
-10,8.181
0,2.728
10,3.216
20,2.795
30,2.652
40,2.444
50,2.535
60,3.731
70,3.52
80,4.196
90,3.617
100,3.629
110,3.728
120,4.746
130,4.722
140,4.02
150,3.933
160,4.196
170,3.643
180,3.526
190,4.591
200,4.284
210,4.096
220,4.061
230,4.558
240,3.588
250,4.284
260,4.766
270,5.07
280,4.389
290,4.667
300,4.547
310,4.711
320,4.883
330,4.667
340,4.38
350,4.304
360,4.143
370,3.871
380,3.854
390,4.307
400,3.553
410,3.836
420,4.067
430,3.743
440,3.439
450,3.108
460,3.222
470,2.822
