seconds,mean_intensity
-20,6.095
-10,6.347
0,6.388
10,5.529
20,5.198
30,5.674
40,5.55
50,5.909
60,5.537
70,5.45
80,5.921
90,5.88
100,4.996
110,5.285
120,4.748
130,5.124
140,4.69
150,5.211
160,5.211
170,5.236
180,5.512
190,5.818
200,5.43
210,5.682
220,6.021
230,5.736
240,5.537
250,4.963
260,5.711
270,5.455
280,4.934
290,4.446
300,4.5
310,4.434
320,4.682
330,5.145
340,5.289
350,4.843
360,5.079
370,5.116
380,5.355
390,5.702
400,5.756
410,6.442
420,6.893
430,5.624
440,5.562
450,5.909
460,5.488
470,4.793
