seconds,mean_intensity
-20,7.241
-10,7.197
0,1.235
10,1.365
20,1.277
30,1.247
40,1.386
50,1.476
60,1.698
70,1.487
80,1.776
90,1.623
100,1.456
110,1.396
120,2.177
130,2.045
140,1.903
150,1.832
160,1.856
170,1.763
180,1.572
190,1.994
200,1.748
210,1.787
220,1.914
230,2.524
240,2.444
250,2.69
260,2.349
270,2.282
280,2.294
290,2.327
300,2.073
310,2
320,1.809
330,1.61
340,1.462
350,1.913
360,1.599
370,1.314
380,0.973
390,1.067
400,1.155
410,1.481
420,1.448
430,1.181
440,1.226
450,1.303
460,1.299
470,1.505
