seconds,mean_intensity
-20,17.159
-10,15.668
0,12.404
10,14.341
20,14.385
30,13.966
40,12.601
50,11.697
60,10.183
70,10.812
80,11.365
90,11.365
100,12.909
110,12.471
120,12.394
130,11.207
140,11.029
150,11.933
160,11.053
170,12.091
180,12.255
190,12.654
200,12.231
210,12.087
220,10.587
230,10.072
240,9.587
250,10.188
260,9.01
270,10.144
280,10.841
290,10.582
300,9.572
310,9.538
320,8.726
330,9.793
340,9.62
350,8.688
360,9.587
370,10.885
380,9.774
390,8.721
400,9.606
410,10.413
420,10.082
430,10.337
440,9.769
450,9.726
460,9.779
470,9.048
