seconds,mean_intensity
-20,15.355
-10,14.977
0,2.416
10,2.621
20,2.523
30,3.037
40,2.5
50,2.575
60,2.21
70,2.28
80,2.477
90,2.911
100,2.477
110,2.949
120,2.958
130,2.953
140,2.724
150,2.593
160,2.692
170,2.977
180,2.257
190,2.07
200,2.224
210,2.276
220,2.206
230,2.224
240,2.374
250,3.07
260,2.075
270,2.037
280,1.883
290,1.953
300,1.621
310,1.963
320,2.023
330,2.126
340,2.112
350,1.86
360,1.902
370,2.313
380,2.154
390,2.285
400,1.907
410,2.939
420,2.584
430,2.995
440,2.257
450,2.593
460,3.715
470,3.528
