seconds,mean_intensity
-20,13.239
-10,13.58
0,3.097
10,3.347
20,2.631
30,2.455
40,2.597
50,2.256
60,2.222
70,2.682
80,2.943
90,2.386
100,2.284
110,2.58
120,3.114
130,2.091
140,2.494
150,2.17
160,2.392
170,3.131
180,3.125
190,2.727
200,3.057
210,3.341
220,3.403
230,2.142
240,2.773
250,3.761
260,3.483
270,3.136
280,3.875
290,4.341
300,4.017
310,4.523
320,4.006
330,3.597
340,4.5
350,4.438
360,4.261
370,5.057
380,4.648
390,4.983
400,5.199
410,4.386
420,4.955
430,3.938
440,3.938
450,4.222
460,3.494
470,3.67
