seconds,mean_intensity
-20,4.783
-10,4.463
0,0.912
10,0.854
20,0.75
30,0.897
40,0.888
50,0.924
60,0.997
70,0.905
80,0.845
90,1.239
100,1.143
110,1.27
120,1.228
130,1.5
140,1.321
150,1.606
160,1.786
170,1.763
180,1.823
190,1.614
200,1.49
210,1.476
220,1.552
230,1.496
240,1.575
250,1.406
260,1.342
270,1.345
280,1.409
290,1.38
300,1.409
310,1.58
320,1.574
330,1.432
340,1.597
350,1.643
360,1.897
370,1.988
380,2.02
390,1.795
400,1.786
410,1.792
420,2.085
430,1.848
440,1.946
450,1.935
460,1.838
470,1.423
