seconds,mean_intensity
-20,4.818
-10,4.352
0,4.777
10,4.614
20,6.693
30,5.114
40,4.485
50,4.356
60,4.386
70,4.602
80,4.515
90,4.58
100,4.735
110,4.386
120,3.936
130,4.193
140,3.682
150,4.027
160,3.447
170,3.97
180,5.008
190,6.212
200,5.008
210,4.152
220,4.496
230,3.633
240,3.193
250,4.314
260,4.163
270,4.163
280,4.11
290,4.216
300,3.996
310,4.273
320,3.875
330,4.038
340,3.413
350,5.277
360,5.742
370,5.629
380,5.447
390,5.163
400,3.788
410,3.455
420,3.845
430,3.723
440,3.489
450,3.019
460,3.367
470,3.186
