seconds,mean_intensity
-20,10.075
-10,9.839
0,2.21
10,2.694
20,3.011
30,2.871
40,2.946
50,3.237
60,3.167
70,3.247
80,3.242
90,3.887
100,3.591
110,2.898
120,3.296
130,3.226
140,2.565
150,3.688
160,2.892
170,2.935
180,3.177
190,2.978
200,3.156
210,3.167
220,2.387
230,3.339
240,2.844
250,3.134
260,2.866
270,2.538
280,2.586
290,2.871
300,3.414
310,4.183
320,3.317
330,3.382
340,3.043
350,2.898
360,3.597
370,4.043
380,2.823
390,3.124
400,3.161
410,3.054
420,2.462
430,2.538
440,2.538
450,2.344
460,2.22
470,2.699
