seconds,mean_intensity
-20,5.568
-10,5.552
0,5.274
10,5.855
20,6.229
30,6.432
40,5.784
50,6.703
60,6.49
70,6.552
80,6.632
90,6.539
100,5.952
110,6.248
120,6.013
130,6.139
140,5.458
150,5.632
160,5.923
170,6.394
180,6.239
190,6.403
200,6.955
210,6.677
220,6.677
230,6.845
240,5.761
250,6.248
260,6.79
270,7.071
280,7.31
290,7.229
300,7.255
310,7.3
320,7.155
330,7.252
340,7.268
350,7.023
360,6.49
370,6.219
380,6.574
390,6.1
400,5.945
410,5.894
420,5.474
430,5.303
440,5.397
450,6.035
460,6.852
470,6.497
