seconds,mean_intensity
-20,21.783
-10,20.742
0,2.462
10,2.958
20,2.958
30,2.962
40,3.233
50,3.083
60,3.121
70,3.362
80,3.083
90,3.067
100,3.192
110,2.796
120,2.546
130,3.2
140,3.154
150,3.279
160,3.596
170,3.871
180,4.067
190,3.729
200,4.446
210,4.388
220,4.633
230,4.125
240,3.992
250,4.333
260,4.35
270,4.479
280,4.721
290,4.133
300,3.454
310,3.208
320,4.088
330,4.129
340,3.483
350,3.312
360,3.583
370,3.312
380,3.112
390,2.892
400,3.013
410,3.233
420,2.975
430,2.675
440,3.104
450,3.312
460,3.525
470,3.304
