,condition,sample,region_type,roi,t_step,t_sec,t_min,mean_intensity
42,Fat2_8min,10,bleached,2,42,400,6.666666666666667,2.9619999999999997
43,Fat2_8min,10,bleached,2,43,410,6.833333333333333,2.7739999999999996
44,Fat2_8min,10,bleached,2,44,420,7.0,2.511
45,Fat2_8min,10,bleached,2,45,430,7.166666666666667,2.635
46,Fat2_8min,10,bleached,2,46,440,7.333333333333333,2.628
47,Fat2_8min,10,bleached,2,47,450,7.5,2.805
48,Fat2_8min,10,bleached,2,48,460,7.666666666666667,2.113
49,Fat2_8min,10,bleached,2,49,470,7.833333333333333,2.165
0,Fat2_8min,10,bleached,3,0,-20,-0.3333333333333333,13.419
1,Fat2_8min,10,bleached,3,1,-10,-0.16666666666666666,12.14
2,Fat2_8min,10,bleached,3,2,0,0.0,2.0709999999999997
3,Fat2_8min,10,bleached,3,3,10,0.16666666666666666,2.468
4,Fat2_8min,10,bleached,3,4,20,0.3333333333333333,2.792
5,Fat2_8min,10,bleached,3,5,30,0.5,4.341
6,Fat2_8min,10,bleached,3,6,40,0.6666666666666666,3.695
7,Fat2_8min,10,bleached,3,7,50,0.8333333333333334,3.373
8,Fat2_8min,10,bleached,3,8,60,1.0,4.136
9,Fat2_8min,10,bleached,3,9,70,1.1666666666666667,3.0810000000000004
10,Fat2_8min,10,bleached,3,10,80,1.3333333333333333,3.818
11,Fat2_8min,10,bleached,3,11,90,1.5,3.367
12,Fat2_8min,10,bleached,3,12,100,1.6666666666666667,3.597
13,Fat2_8min,10,bleached,3,13,110,1.8333333333333333,3.179
14,Fat2_8min,10,bleached,3,14,120,2.0,3.935
15,Fat2_8min,10,bleached,3,15,130,2.1666666666666665,3.6460000000000004
16,Fat2_8min,10,bleached,3,16,140,2.3333333333333335,3.425
17,Fat2_8min,10,bleached,3,17,150,2.5,3.341
18,Fat2_8min,10,bleached,3,18,160,2.6666666666666665,4.159
19,Fat2_8min,10,bleached,3,19,170,2.8333333333333335,4.162
20,Fat2_8min,10,bleached,3,20,180,3.0,4.708
21,Fat2_8min,10,bleached,3,21,190,3.1666666666666665,4.494
22,Fat2_8min,10,bleached,3,22,200,3.3333333333333335,4.24
23,Fat2_8min,10,bleached,3,23,210,3.5,4.7989999999999995
24,Fat2_8min,10,bleached,3,24,220,3.6666666666666665,4.893
25,Fat2_8min,10,bleached,3,25,230,3.8333333333333335,4.843999999999999
26,Fat2_8min,10,bleached,3,26,240,4.0,4.584
27,Fat2_8min,10,bleached,3,27,250,4.166666666666667,4.075
28,Fat2_8min,10,bleached,3,28,260,4.333333333333333,4.36
29,Fat2_8min,10,bleached,3,29,270,4.5,3.912
30,Fat2_8min,10,bleached,3,30,280,4.666666666666667,5.175
31,Fat2_8min,10,bleached,3,31,290,4.833333333333333,5.2860000000000005
32,Fat2_8min,10,bleached,3,32,300,5.0,5.4510000000000005
33,Fat2_8min,10,bleached,3,33,310,5.166666666666667,5.909
34,Fat2_8min,10,bleached,3,34,320,5.333333333333333,5.516
35,Fat2_8min,10,bleached,3,35,330,5.5,4.221
36,Fat2_8min,10,bleached,3,36,340,5.666666666666667,3.864
37,Fat2_8min,10,bleached,3,37,350,5.833333333333333,3.38
38,Fat2_8min,10,bleached,3,38,360,6.0,3.425
39,Fat2_8min,10,bleached,3,39,370,6.166666666666667,3.565
40,Fat2_8min,10,bleached,3,40,380,6.333333333333333,4.75
41,Fat2_8min,10,bleached,3,41,390,6.5,5.237
42,Fat2_8min,10,bleached,3,42,400,6.666666666666667,4.14
43,Fat2_8min,10,bleached,3,43,410,6.833333333333333,4.662
44,Fat2_8min,10,bleached,3,44,420,7.0,4.805
45,Fat2_8min,10,bleached,3,45,430,7.166666666666667,7.032
46,Fat2_8min,10,bleached,3,46,440,7.333333333333333,6.244
47,Fat2_8min,10,bleached,3,47,450,7.5,6.347
48,Fat2_8min,10,bleached,3,48,460,7.666666666666667,6.045
49,Fat2_8min,10,bleached,3,49,470,7.833333333333333,5.831
0,Fat2_8min,1,control,1,0,-20,-0.3333333333333333,6.095
1,Fat2_8min,1,control,1,1,-10,-0.16666666666666666,6.347
2,Fat2_8min,1,control,1,2,0,0.0,6.388
3,Fat2_8min,1,control,1,3,10,0.16666666666666666,5.529
4,Fat2_8min,1,control,1,4,20,0.3333333333333333,5.1979999999999995
5,Fat2_8min,1,control,1,5,30,0.5,5.6739999999999995
6,Fat2_8min,1,control,1,6,40,0.6666666666666666,5.55
7,Fat2_8min,1,control,1,7,50,0.8333333333333334,5.909
8,Fat2_8min,1,control,1,8,60,1.0,5.537000000000001
9,Fat2_8min,1,control,1,9,70,1.1666666666666667,5.45
10,Fat2_8min,1,control,1,10,80,1.3333333333333333,5.921
11,Fat2_8min,1,control,1,11,90,1.5,5.88
12,Fat2_8min,1,control,1,12,100,1.6666666666666667,4.996
13,Fat2_8min,1,control,1,13,110,1.8333333333333333,5.285
14,Fat2_8min,1,control,1,14,120,2.0,4.748
15,Fat2_8min,1,control,1,15,130,2.1666666666666665,5.124
16,Fat2_8min,1,control,1,16,140,2.3333333333333335,4.69
17,Fat2_8min,1,control,1,17,150,2.5,5.211
18,Fat2_8min,1,control,1,18,160,2.6666666666666665,5.211
19,Fat2_8min,1,control,1,19,170,2.8333333333333335,5.236000000000001
20,Fat2_8min,1,control,1,20,180,3.0,5.5120000000000005
21,Fat2_8min,1,control,1,21,190,3.1666666666666665,5.818
22,Fat2_8min,1,control,1,22,200,3.3333333333333335,5.43
23,Fat2_8min,1,control,1,23,210,3.5,5.682
24,Fat2_8min,1,control,1,24,220,3.6666666666666665,6.021
25,Fat2_8min,1,control,1,25,230,3.8333333333333335,5.736000000000001
26,Fat2_8min,1,control,1,26,240,4.0,5.537000000000001
27,Fat2_8min,1,control,1,27,250,4.166666666666667,4.963
28,Fat2_8min,1,control,1,28,260,4.333333333333333,5.711
29,Fat2_8min,1,control,1,29,270,4.5,5.455
30,Fat2_8min,1,control,1,30,280,4.666666666666667,4.934
31,Fat2_8min,1,control,1,31,290,4.833333333333333,4.446000000000001
32,Fat2_8min,1,control,1,32,300,5.0,4.5
33,Fat2_8min,1,control,1,33,310,5.166666666666667,4.434
34,Fat2_8min,1,control,1,34,320,5.333333333333333,4.6819999999999995
35,Fat2_8min,1,control,1,35,330,5.5,5.145
36,Fat2_8min,1,control,1,36,340,5.666666666666667,5.289
37,Fat2_8min,1,control,1,37,350,5.833333333333333,4.843
38,Fat2_8min,1,control,1,38,360,6.0,5.079
39,Fat2_8min,1,control,1,39,370,6.166666666666667,5.1160000000000005
40,Fat2_8min,1,control,1,40,380,6.333333333333333,5.355
41,Fat2_8min,1,control,1,41,390,6.5,5.702000000000001
42,Fat2_8min,1,control,1,42,400,6.666666666666667,5.756
43,Fat2_8min,1,control,1,43,410,6.833333333333333,6.442
44,Fat2_8min,1,control,1,44,420,7.0,6.893
45,Fat2_8min,1,control,1,45,430,7.166666666666667,5.624
46,Fat2_8min,1,control,1,46,440,7.333333333333333,5.562
47,Fat2_8min,1,control,1,47,450,7.5,5.909
48,Fat2_8min,1,control,1,48,460,7.666666666666667,5.4879999999999995
49,Fat2_8min,1,control,1,49,470,7.833333333333333,4.793
0,Fat2_8min,1,control,2,0,-20,-0.3333333333333333,9.172
1,Fat2_8min,1,control,2,1,-10,-0.16666666666666666,8.546
2,Fat2_8min,1,control,2,2,0,0.0,8.206
3,Fat2_8min,1,control,2,3,10,0.16666666666666666,8.92
4,Fat2_8min,1,control,2,4,20,0.3333333333333333,8.466000000000001
5,Fat2_8min,1,control,2,5,30,0.5,7.937
6,Fat2_8min,1,control,2,6,40,0.6666666666666666,7.836
7,Fat2_8min,1,control,2,7,50,0.8333333333333334,7.345
8,Fat2_8min,1,control,2,8,60,1.0,8.597000000000001
9,Fat2_8min,1,control,2,9,70,1.1666666666666667,8.571
10,Fat2_8min,1,control,2,10,80,1.3333333333333333,8.542
11,Fat2_8min,1,control,2,11,90,1.5,7.996
12,Fat2_8min,1,control,2,12,100,1.6666666666666667,7.496
13,Fat2_8min,1,control,2,13,110,1.8333333333333333,6.655
14,Fat2_8min,1,control,2,14,120,2.0,7.218
15,Fat2_8min,1,control,2,15,130,2.1666666666666665,6.747999999999999
16,Fat2_8min,1,control,2,16,140,2.3333333333333335,6.391
17,Fat2_8min,1,control,2,17,150,2.5,5.7139999999999995
18,Fat2_8min,1,control,2,18,160,2.6666666666666665,6.025
19,Fat2_8min,1,control,2,19,170,2.8333333333333335,5.966
20,Fat2_8min,1,control,2,20,180,3.0,7.034
21,Fat2_8min,1,control,2,21,190,3.1666666666666665,6.735
22,Fat2_8min,1,control,2,22,200,3.3333333333333335,6.752000000000001
23,Fat2_8min,1,control,2,23,210,3.5,6.7139999999999995
24,Fat2_8min,1,control,2,24,220,3.6666666666666665,6.643
25,Fat2_8min,1,control,2,25,230,3.8333333333333335,5.819
26,Fat2_8min,1,control,2,26,240,4.0,5.84
27,Fat2_8min,1,control,2,27,250,4.166666666666667,6.252000000000001
28,Fat2_8min,1,control,2,28,260,4.333333333333333,5.697
29,Fat2_8min,1,control,2,29,270,4.5,6.042000000000001
30,Fat2_8min,1,control,2,30,280,4.666666666666667,5.71
31,Fat2_8min,1,control,2,31,290,4.833333333333333,5.819
32,Fat2_8min,1,control,2,32,300,5.0,6.029
33,Fat2_8min,1,control,2,33,310,5.166666666666667,5.2139999999999995
34,Fat2_8min,1,control,2,34,320,5.333333333333333,4.979
35,Fat2_8min,1,control,2,35,330,5.5,4.492
36,Fat2_8min,1,control,2,36,340,5.666666666666667,4.672
37,Fat2_8min,1,control,2,37,350,5.833333333333333,4.412
38,Fat2_8min,1,control,2,38,360,6.0,3.9160000000000004
39,Fat2_8min,1,control,2,39,370,6.166666666666667,4.4830000000000005
40,Fat2_8min,1,control,2,40,380,6.333333333333333,4.324
41,Fat2_8min,1,control,2,41,390,6.5,4.353
42,Fat2_8min,1,control,2,42,400,6.666666666666667,4.084
43,Fat2_8min,1,control,2,43,410,6.833333333333333,4.311
44,Fat2_8min,1,control,2,44,420,7.0,6.0
45,Fat2_8min,1,control,2,45,430,7.166666666666667,5.752000000000001
46,Fat2_8min,1,control,2,46,440,7.333333333333333,5.681
47,Fat2_8min,1,control,2,47,450,7.5,5.529
48,Fat2_8min,1,control,2,48,460,7.666666666666667,6.063
49,Fat2_8min,1,control,2,49,470,7.833333333333333,5.433
0,Fat2_8min,1,control,3,0,-20,-0.3333333333333333,5.2170000000000005
1,Fat2_8min,1,control,3,1,-10,-0.16666666666666666,5.772
2,Fat2_8min,1,control,3,2,0,0.0,5.582999999999999
3,Fat2_8min,1,control,3,3,10,0.16666666666666666,4.806
4,Fat2_8min,1,control,3,4,20,0.3333333333333333,4.789
5,Fat2_8min,1,control,3,5,30,0.5,6.0
6,Fat2_8min,1,control,3,6,40,0.6666666666666666,5.517
7,Fat2_8min,1,control,3,7,50,0.8333333333333334,5.444
8,Fat2_8min,1,control,3,8,60,1.0,4.817
9,Fat2_8min,1,control,3,9,70,1.1666666666666667,5.011
10,Fat2_8min,1,control,3,10,80,1.3333333333333333,4.611000000000001
11,Fat2_8min,1,control,3,11,90,1.5,4.944
12,Fat2_8min,1,control,3,12,100,1.6666666666666667,5.15
13,Fat2_8min,1,control,3,13,110,1.8333333333333333,5.506
14,Fat2_8min,1,control,3,14,120,2.0,6.15
15,Fat2_8min,1,control,3,15,130,2.1666666666666665,4.672
16,Fat2_8min,1,control,3,16,140,2.3333333333333335,6.15
17,Fat2_8min,1,control,3,17,150,2.5,5.882999999999999
18,Fat2_8min,1,control,3,18,160,2.6666666666666665,5.306
19,Fat2_8min,1,control,3,19,170,2.8333333333333335,4.828
20,Fat2_8min,1,control,3,20,180,3.0,4.456
21,Fat2_8min,1,control,3,21,190,3.1666666666666665,3.861
22,Fat2_8min,1,control,3,22,200,3.3333333333333335,3.967
23,Fat2_8min,1,control,3,23,210,3.5,4.833
24,Fat2_8min,1,control,3,24,220,3.6666666666666665,4.95
25,Fat2_8min,1,control,3,25,230,3.8333333333333335,4.856
26,Fat2_8min,1,control,3,26,240,4.0,5.178
27,Fat2_8min,1,control,3,27,250,4.166666666666667,4.888999999999999
28,Fat2_8min,1,control,3,28,260,4.333333333333333,5.138999999999999
29,Fat2_8min,1,control,3,29,270,4.5,5.522
30,Fat2_8min,1,control,3,30,280,4.666666666666667,5.311
31,Fat2_8min,1,control,3,31,290,4.833333333333333,6.144
32,Fat2_8min,1,control,3,32,300,5.0,5.172000000000001
33,Fat2_8min,1,control,3,33,310,5.166666666666667,4.072
34,Fat2_8min,1,control,3,34,320,5.333333333333333,4.2
35,Fat2_8min,1,control,3,35,330,5.5,5.256
36,Fat2_8min,1,control,3,36,340,5.666666666666667,4.828
37,Fat2_8min,1,control,3,37,350,5.833333333333333,4.638999999999999
38,Fat2_8min,1,control,3,38,360,6.0,4.55
39,Fat2_8min,1,control,3,39,370,6.166666666666667,4.428
40,Fat2_8min,1,control,3,40,380,6.333333333333333,4.8389999999999995
41,Fat2_8min,1,control,3,41,390,6.5,4.717
42,Fat2_8min,1,control,3,42,400,6.666666666666667,4.883
43,Fat2_8min,1,control,3,43,410,6.833333333333333,4.617
44,Fat2_8min,1,control,3,44,420,7.0,4.7669999999999995
45,Fat2_8min,1,control,3,45,430,7.166666666666667,4.689
46,Fat2_8min,1,control,3,46,440,7.333333333333333,5.7170000000000005
47,Fat2_8min,1,control,3,47,450,7.5,5.006
48,Fat2_8min,1,control,3,48,460,7.666666666666667,4.2
49,Fat2_8min,1,control,3,49,470,7.833333333333333,4.1
0,Fat2_8min,1,control,4,0,-20,-0.3333333333333333,8.392000000000001
1,Fat2_8min,1,control,4,1,-10,-0.16666666666666666,7.824
2,Fat2_8min,1,control,4,2,0,0.0,7.0
3,Fat2_8min,1,control,4,3,10,0.16666666666666666,8.363
4,Fat2_8min,1,control,4,4,20,0.3333333333333333,7.686
5,Fat2_8min,1,control,4,5,30,0.5,8.661
6,Fat2_8min,1,control,4,6,40,0.6666666666666666,7.024
7,Fat2_8min,1,control,4,7,50,0.8333333333333334,7.294
8,Fat2_8min,1,control,4,8,60,1.0,6.672999999999999
9,Fat2_8min,1,control,4,9,70,1.1666666666666667,7.306
10,Fat2_8min,1,control,4,10,80,1.3333333333333333,7.853
11,Fat2_8min,1,control,4,11,90,1.5,7.0729999999999995
12,Fat2_8min,1,control,4,12,100,1.6666666666666667,7.143
13,Fat2_8min,1,control,4,13,110,1.8333333333333333,6.388
14,Fat2_8min,1,control,4,14,120,2.0,7.428999999999999
15,Fat2_8min,1,control,4,15,130,2.1666666666666665,8.086
16,Fat2_8min,1,control,4,16,140,2.3333333333333335,7.441
17,Fat2_8min,1,control,4,17,150,2.5,7.294
18,Fat2_8min,1,control,4,18,160,2.6666666666666665,7.069
19,Fat2_8min,1,control,4,19,170,2.8333333333333335,7.192
20,Fat2_8min,1,control,4,20,180,3.0,7.102
21,Fat2_8min,1,control,4,21,190,3.1666666666666665,7.233
22,Fat2_8min,1,control,4,22,200,3.3333333333333335,7.184
23,Fat2_8min,1,control,4,23,210,3.5,7.147
24,Fat2_8min,1,control,4,24,220,3.6666666666666665,7.098
25,Fat2_8min,1,control,4,25,230,3.8333333333333335,6.535
26,Fat2_8min,1,control,4,26,240,4.0,7.11
27,Fat2_8min,1,control,4,27,250,4.166666666666667,7.077999999999999
28,Fat2_8min,1,control,4,28,260,4.333333333333333,6.563
29,Fat2_8min,1,control,4,29,270,4.5,6.984
30,Fat2_8min,1,control,4,30,280,4.666666666666667,7.069
31,Fat2_8min,1,control,4,31,290,4.833333333333333,5.297999999999999
32,Fat2_8min,1,control,4,32,300,5.0,5.449
33,Fat2_8min,1,control,4,33,310,5.166666666666667,5.452999999999999
34,Fat2_8min,1,control,4,34,320,5.333333333333333,5.237
35,Fat2_8min,1,control,4,35,330,5.5,5.02
36,Fat2_8min,1,control,4,36,340,5.666666666666667,5.882000000000001
37,Fat2_8min,1,control,4,37,350,5.833333333333333,4.939
38,Fat2_8min,1,control,4,38,360,6.0,4.718
39,Fat2_8min,1,control,4,39,370,6.166666666666667,5.412000000000001
40,Fat2_8min,1,control,4,40,380,6.333333333333333,5.082
41,Fat2_8min,1,control,4,41,390,6.5,4.955
42,Fat2_8min,1,control,4,42,400,6.666666666666667,4.3389999999999995
43,Fat2_8min,1,control,4,43,410,6.833333333333333,5.314
44,Fat2_8min,1,control,4,44,420,7.0,5.62
45,Fat2_8min,1,control,4,45,430,7.166666666666667,5.314
46,Fat2_8min,1,control,4,46,440,7.333333333333333,5.3629999999999995
47,Fat2_8min,1,control,4,47,450,7.5,5.449
48,Fat2_8min,1,control,4,48,460,7.666666666666667,5.9879999999999995
49,Fat2_8min,1,control,4,49,470,7.833333333333333,5.518
0,Fat2_8min,2,control,1,0,-20,-0.3333333333333333,8.479
1,Fat2_8min,2,control,1,1,-10,-0.16666666666666666,7.797999999999999
2,Fat2_8min,2,control,1,2,0,0.0,8.401
3,Fat2_8min,2,control,1,3,10,0.16666666666666666,7.897
4,Fat2_8min,2,control,1,4,20,0.3333333333333333,8.397
5,Fat2_8min,2,control,1,5,30,0.5,8.705
6,Fat2_8min,2,control,1,6,40,0.6666666666666666,8.26
7,Fat2_8min,2,control,1,7,50,0.8333333333333334,8.533999999999999
8,Fat2_8min,2,control,1,8,60,1.0,5.856
9,Fat2_8min,2,control,1,9,70,1.1666666666666667,6.432
10,Fat2_8min,2,control,1,10,80,1.3333333333333333,6.315
11,Fat2_8min,2,control,1,11,90,1.5,6.62
12,Fat2_8min,2,control,1,12,100,1.6666666666666667,6.8839999999999995
13,Fat2_8min,2,control,1,13,110,1.8333333333333333,6.603
14,Fat2_8min,2,control,1,14,120,2.0,6.305
15,Fat2_8min,2,control,1,15,130,2.1666666666666665,5.202000000000001
16,Fat2_8min,2,control,1,16,140,2.3333333333333335,4.468999999999999
17,Fat2_8min,2,control,1,17,150,2.5,4.003
18,Fat2_8min,2,control,1,18,160,2.6666666666666665,4.801
19,Fat2_8min,2,control,1,19,170,2.8333333333333335,5.01
20,Fat2_8min,2,control,1,20,180,3.0,5.377000000000001
21,Fat2_8min,2,control,1,21,190,3.1666666666666665,5.24
22,Fat2_8min,2,control,1,22,200,3.3333333333333335,5.757000000000001
23,Fat2_8min,2,control,1,23,210,3.5,5.8660000000000005
24,Fat2_8min,2,control,1,24,220,3.6666666666666665,4.579
25,Fat2_8min,2,control,1,25,230,3.8333333333333335,4.202
26,Fat2_8min,2,control,1,26,240,4.0,3.846
27,Fat2_8min,2,control,1,27,250,4.166666666666667,3.7710000000000004
28,Fat2_8min,2,control,1,28,260,4.333333333333333,3.668
29,Fat2_8min,2,control,1,29,270,4.5,4.226
30,Fat2_8min,2,control,1,30,280,4.666666666666667,4.421
31,Fat2_8min,2,control,1,31,290,4.833333333333333,4.712
32,Fat2_8min,2,control,1,32,300,5.0,5.01
33,Fat2_8min,2,control,1,33,310,5.166666666666667,5.178
34,Fat2_8min,2,control,1,34,320,5.333333333333333,5.757000000000001
35,Fat2_8min,2,control,1,35,330,5.5,5.709
36,Fat2_8min,2,control,1,36,340,5.666666666666667,5.64
37,Fat2_8min,2,control,1,37,350,5.833333333333333,5.596
38,Fat2_8min,2,control,1,38,360,6.0,5.103
39,Fat2_8min,2,control,1,39,370,6.166666666666667,4.832
40,Fat2_8min,2,control,1,40,380,6.333333333333333,5.274
41,Fat2_8min,2,control,1,41,390,6.5,4.791
42,Fat2_8min,2,control,1,42,400,6.666666666666667,5.277
43,Fat2_8min,2,control,1,43,410,6.833333333333333,5.209
44,Fat2_8min,2,control,1,44,420,7.0,4.445
45,Fat2_8min,2,control,1,45,430,7.166666666666667,4.61
46,Fat2_8min,2,control,1,46,440,7.333333333333333,4.524
47,Fat2_8min,2,control,1,47,450,7.5,4.808
48,Fat2_8min,2,control,1,48,460,7.666666666666667,4.808
49,Fat2_8min,2,control,1,49,470,7.833333333333333,4.962
0,Fat2_8min,2,control,2,0,-20,-0.3333333333333333,4.8180000000000005
1,Fat2_8min,2,control,2,1,-10,-0.16666666666666666,4.352
2,Fat2_8min,2,control,2,2,0,0.0,4.777
3,Fat2_8min,2,control,2,3,10,0.16666666666666666,4.614
4,Fat2_8min,2,control,2,4,20,0.3333333333333333,6.693
5,Fat2_8min,2,control,2,5,30,0.5,5.114
6,Fat2_8min,2,control,2,6,40,0.6666666666666666,4.485
7,Fat2_8min,2,control,2,7,50,0.8333333333333334,4.356
8,Fat2_8min,2,control,2,8,60,1.0,4.386
9,Fat2_8min,2,control,2,9,70,1.1666666666666667,4.602
10,Fat2_8min,2,control,2,10,80,1.3333333333333333,4.515
11,Fat2_8min,2,control,2,11,90,1.5,4.58
12,Fat2_8min,2,control,2,12,100,1.6666666666666667,4.735
13,Fat2_8min,2,control,2,13,110,1.8333333333333333,4.386
14,Fat2_8min,2,control,2,14,120,2.0,3.9360000000000004
15,Fat2_8min,2,control,2,15,130,2.1666666666666665,4.1930000000000005
16,Fat2_8min,2,control,2,16,140,2.3333333333333335,3.682
17,Fat2_8min,2,control,2,17,150,2.5,4.027
18,Fat2_8min,2,control,2,18,160,2.6666666666666665,3.447
19,Fat2_8min,2,control,2,19,170,2.8333333333333335,3.97
20,Fat2_8min,2,control,2,20,180,3.0,5.008
21,Fat2_8min,2,control,2,21,190,3.1666666666666665,6.212000000000001
22,Fat2_8min,2,control,2,22,200,3.3333333333333335,5.008
23,Fat2_8min,2,control,2,23,210,3.5,4.152
24,Fat2_8min,2,control,2,24,220,3.6666666666666665,4.496
25,Fat2_8min,2,control,2,25,230,3.8333333333333335,3.633
26,Fat2_8min,2,control,2,26,240,4.0,3.193
27,Fat2_8min,2,control,2,27,250,4.166666666666667,4.314
28,Fat2_8min,2,control,2,28,260,4.333333333333333,4.163
29,Fat2_8min,2,control,2,29,270,4.5,4.163
30,Fat2_8min,2,control,2,30,280,4.666666666666667,4.11
31,Fat2_8min,2,control,2,31,290,4.833333333333333,4.216
32,Fat2_8min,2,control,2,32,300,5.0,3.9960000000000004
33,Fat2_8min,2,control,2,33,310,5.166666666666667,4.273
34,Fat2_8min,2,control,2,34,320,5.333333333333333,3.875
35,Fat2_8min,2,control,2,35,330,5.5,4.038
36,Fat2_8min,2,control,2,36,340,5.666666666666667,3.4130000000000003
37,Fat2_8min,2,control,2,37,350,5.833333333333333,5.277
38,Fat2_8min,2,control,2,38,360,6.0,5.742000000000001
39,Fat2_8min,2,control,2,39,370,6.166666666666667,5.629
40,Fat2_8min,2,control,2,40,380,6.333333333333333,5.447
41,Fat2_8min,2,control,2,41,390,6.5,5.162999999999999
42,Fat2_8min,2,control,2,42,400,6.666666666666667,3.7880000000000003
43,Fat2_8min,2,control,2,43,410,6.833333333333333,3.455
44,Fat2_8min,2,control,2,44,420,7.0,3.845
45,Fat2_8min,2,control,2,45,430,7.166666666666667,3.7230000000000003
46,Fat2_8min,2,control,2,46,440,7.333333333333333,3.489
47,Fat2_8min,2,control,2,47,450,7.5,3.0189999999999997
48,Fat2_8min,2,control,2,48,460,7.666666666666667,3.367
49,Fat2_8min,2,control,2,49,470,7.833333333333333,3.1860000000000004
0,Fat2_8min,2,control,3,0,-20,-0.3333333333333333,5.0
1,Fat2_8min,2,control,3,1,-10,-0.16666666666666666,5.2139999999999995
2,Fat2_8min,2,control,3,2,0,0.0,5.172999999999999
3,Fat2_8min,2,control,3,3,10,0.16666666666666666,5.662999999999999
4,Fat2_8min,2,control,3,4,20,0.3333333333333333,6.053999999999999
5,Fat2_8min,2,control,3,5,30,0.5,5.8839999999999995
6,Fat2_8min,2,control,3,6,40,0.6666666666666666,6.187
7,Fat2_8min,2,control,3,7,50,0.8333333333333334,5.6770000000000005
8,Fat2_8min,2,control,3,8,60,1.0,4.9830000000000005
9,Fat2_8min,2,control,3,9,70,1.1666666666666667,4.881
10,Fat2_8min,2,control,3,10,80,1.3333333333333333,4.8839999999999995
11,Fat2_8min,2,control,3,11,90,1.5,5.405
12,Fat2_8min,2,control,3,12,100,1.6666666666666667,5.32
13,Fat2_8min,2,control,3,13,110,1.8333333333333333,5.946000000000001
14,Fat2_8min,2,control,3,14,120,2.0,6.2620000000000005
15,Fat2_8min,2,control,3,15,130,2.1666666666666665,4.84
16,Fat2_8min,2,control,3,16,140,2.3333333333333335,4.687
17,Fat2_8min,2,control,3,17,150,2.5,4.51
18,Fat2_8min,2,control,3,18,160,2.6666666666666665,4.088
19,Fat2_8min,2,control,3,19,170,2.8333333333333335,3.677
20,Fat2_8min,2,control,3,20,180,3.0,3.6839999999999997
21,Fat2_8min,2,control,3,21,190,3.1666666666666665,4.078
22,Fat2_8min,2,control,3,22,200,3.3333333333333335,4.031000000000001
23,Fat2_8min,2,control,3,23,210,3.5,4.367
24,Fat2_8min,2,control,3,24,220,3.6666666666666665,3.952
25,Fat2_8min,2,control,3,25,230,3.8333333333333335,3.803
26,Fat2_8min,2,control,3,26,240,4.0,3.963
27,Fat2_8min,2,control,3,27,250,4.166666666666667,3.69
28,Fat2_8min,2,control,3,28,260,4.333333333333333,3.432
29,Fat2_8min,2,control,3,29,270,4.5,4.0
30,Fat2_8min,2,control,3,30,280,4.666666666666667,3.66
31,Fat2_8min,2,control,3,31,290,4.833333333333333,3.7689999999999997
32,Fat2_8min,2,control,3,32,300,5.0,4.007
33,Fat2_8min,2,control,3,33,310,5.166666666666667,3.364
34,Fat2_8min,2,control,3,34,320,5.333333333333333,3.503
35,Fat2_8min,2,control,3,35,330,5.5,3.554
36,Fat2_8min,2,control,3,36,340,5.666666666666667,3.463
37,Fat2_8min,2,control,3,37,350,5.833333333333333,3.122
38,Fat2_8min,2,control,3,38,360,6.0,3.2760000000000002
39,Fat2_8min,2,control,3,39,370,6.166666666666667,3.33
40,Fat2_8min,2,control,3,40,380,6.333333333333333,3.282
41,Fat2_8min,2,control,3,41,390,6.5,3.265
42,Fat2_8min,2,control,3,42,400,6.666666666666667,3.35
43,Fat2_8min,2,control,3,43,410,6.833333333333333,3.463
44,Fat2_8min,2,control,3,44,420,7.0,3.2689999999999997
45,Fat2_8min,2,control,3,45,430,7.166666666666667,3.425
46,Fat2_8min,2,control,3,46,440,7.333333333333333,3.3569999999999998
47,Fat2_8min,2,control,3,47,450,7.5,3.259
48,Fat2_8min,2,control,3,48,460,7.666666666666667,3.1260000000000003
49,Fat2_8min,2,control,3,49,470,7.833333333333333,3.2310000000000003
0,Fat2_8min,2,control,4,0,-20,-0.3333333333333333,5.5489999999999995
1,Fat2_8min,2,control,4,1,-10,-0.16666666666666666,5.317
2,Fat2_8min,2,control,4,2,0,0.0,4.571000000000001
3,Fat2_8min,2,control,4,3,10,0.16666666666666666,4.175
4,Fat2_8min,2,control,4,4,20,0.3333333333333333,3.802
5,Fat2_8min,2,control,4,5,30,0.5,3.944
6,Fat2_8min,2,control,4,6,40,0.6666666666666666,3.7569999999999997
7,Fat2_8min,2,control,4,7,50,0.8333333333333334,3.799
8,Fat2_8min,2,control,4,8,60,1.0,4.313
9,Fat2_8min,2,control,4,9,70,1.1666666666666667,4.205
10,Fat2_8min,2,control,4,10,80,1.3333333333333333,4.784
11,Fat2_8min,2,control,4,11,90,1.5,4.224
12,Fat2_8min,2,control,4,12,100,1.6666666666666667,4.178999999999999
13,Fat2_8min,2,control,4,13,110,1.8333333333333333,4.619
14,Fat2_8min,2,control,4,14,120,2.0,4.728
15,Fat2_8min,2,control,4,15,130,2.1666666666666665,4.612
16,Fat2_8min,2,control,4,16,140,2.3333333333333335,5.037
17,Fat2_8min,2,control,4,17,150,2.5,4.881
18,Fat2_8min,2,control,4,18,160,2.6666666666666665,4.6339999999999995
19,Fat2_8min,2,control,4,19,170,2.8333333333333335,4.765
20,Fat2_8min,2,control,4,20,180,3.0,5.272
