,condition,t_step,t_sec,t_min,mean_bleached,mean_control,mean_corr,mean_rescaled,std_rescaled
40,Fat2_8min,40,380,6.333333333333333,2.7558611111111104,6.015388888888889,0.4581351533566684,0.2911222715992219,0.1164320046558039
41,Fat2_8min,41,390,6.5,2.809166666666667,5.944694444444443,0.4725502198505672,0.3086241804442085,0.1338080734911619
42,Fat2_8min,42,400,6.666666666666667,2.7978055555555557,5.849666666666667,0.4782846126085057,0.31558653607213905,0.12373356968785551
43,Fat2_8min,43,410,6.833333333333333,2.843333333333333,5.848972222222221,0.4861252926677527,0.32510621936584605,0.12224751980508235
44,Fat2_8min,44,420,7.0,2.754666666666666,5.951638888888889,0.46284170093204946,0.29683667927634055,0.11711409399377198
45,Fat2_8min,45,430,7.166666666666667,2.7948888888888894,5.783083333333334,0.4832869816658742,0.32166011244364595,0.13474756154578008
46,Fat2_8min,46,440,7.333333333333333,2.7624444444444447,5.682972222222222,0.48609149163925375,0.325065180185076,0.12417176844569357
47,Fat2_8min,47,450,7.5,2.7503055555555544,5.681416666666666,0.4840879866621684,0.3226326446505181,0.11262204065414295
48,Fat2_8min,48,460,7.666666666666667,2.8414444444444444,5.801722222222223,0.4897587880993191,0.32951779151217414,0.12577215819937265
49,Fat2_8min,49,470,7.833333333333333,2.7436388888888894,5.667805555555557,0.48407427918898654,0.32261600185901756,0.10521267418097029
0,Lar_8min,0,-20,-0.3333333333333333,13.562549999999996,13.553650000000001,1.0006566496847709,0.9690925600113275,0.11810279930696897
1,Lar_8min,1,-10,-0.16666666666666666,13.459050000000001,13.160600000000002,1.0226775374982904,1.0,0.0
2,Lar_8min,2,0,0.0,4.019450000000001,12.957649999999997,0.31019899441642595,0.0,0.0
3,Lar_8min,3,10,0.16666666666666666,5.23695,12.7925,0.4093765878444401,0.1392008143838495,0.07442781035133096
4,Lar_8min,4,20,0.3333333333333333,5.99985,12.723375,0.4715612013321937,0.22648009330609004,0.08487060300850938
5,Lar_8min,5,30,0.5,6.759075000000001,12.578799999999998,0.5373386173561868,0.31880205396397787,0.11302372327251116
6,Lar_8min,6,40,0.6666666666666666,7.1892999999999985,12.751425000000001,0.5638036533171781,0.3559470827061984,0.1244632431450127
7,Lar_8min,7,50,0.8333333333333334,7.2760250000000015,12.445424999999997,0.5846345142893877,0.3851842592843233,0.11421747338003699
8,Lar_8min,8,60,1.0,7.6896499999999985,12.288200000000003,0.6257751338682636,0.44292721867355606,0.09884504913312388
9,Lar_8min,9,70,1.1666666666666667,7.745875,12.31405,0.6290274117776036,0.44749195671503045,0.11603889179578863
10,Lar_8min,10,80,1.3333333333333333,8.004849999999996,12.504250000000003,0.6401703420836911,0.4631316281329066,0.12320213339668636
11,Lar_8min,11,90,1.5,8.20425,12.252825,0.6695802804659334,0.5044099777306756,0.12364043272421009
12,Lar_8min,12,100,1.6666666666666667,8.485874999999997,12.040075,0.7048025033066652,0.5538461652239525,0.11110759882511106
13,Lar_8min,13,110,1.8333333333333333,8.549925000000002,12.084700000000005,0.7074999793126845,0.5576322104771207,0.13520365594130127
14,Lar_8min,14,120,2.0,8.471975,12.026300000000003,0.7044539883422165,0.5533570066832038,0.11012539795194165
15,Lar_8min,15,130,2.1666666666666665,8.827550000000002,12.083500000000003,0.7305457855753714,0.5899781758208643,0.1678872900521188
16,Lar_8min,16,140,2.3333333333333335,8.693124999999998,12.302925,0.7065900995088565,0.5563551477323365,0.1412354672277813
17,Lar_8min,17,150,2.5,8.798024999999999,12.277074999999996,0.7166222410468293,0.5704357704196924,0.133152426980479
18,Lar_8min,18,160,2.6666666666666665,8.98105,12.0837,0.743236756953582,0.6077906018952204,0.1416731784965956
19,Lar_8min,19,170,2.8333333333333335,9.1148,11.94215,0.7632461491439985,0.6358748051104706,0.1428533172380684
20,Lar_8min,20,180,3.0,8.930575,11.75535,0.7597030288336799,0.6309018549146757,0.15221191675089504
21,Lar_8min,21,190,3.1666666666666665,9.026124999999999,11.849300000000001,0.7617433097313764,0.6337654932901854,0.1490983797957833
22,Lar_8min,22,200,3.3333333333333335,9.243624999999998,11.957099999999999,0.7730657935452575,0.6496571772206307,0.15457597443943955
23,Lar_8min,23,210,3.5,8.996750000000002,11.847749999999998,0.7593635922432532,0.6304254383352256,0.1452009154911432
24,Lar_8min,24,220,3.6666666666666665,8.937124999999998,11.734375000000002,0.7616191744340877,0.6335912630645961,0.1714914360337633
25,Lar_8min,25,230,3.8333333333333335,9.066300000000002,11.780924999999998,0.7695745452924964,0.6447570321051588,0.1838533010722694
26,Lar_8min,26,240,4.0,8.950725,11.617125000000001,0.7704767745892378,0.6460233569727665,0.19487202335207016
27,Lar_8min,27,250,4.166666666666667,9.041374999999999,11.332899999999997,0.7977988864280106,0.6843713354544615,0.18796756052856609
28,Lar_8min,28,260,4.333333333333333,9.064325,11.40355,0.7948687031669963,0.6802586736915688,0.19763632486445984
29,Lar_8min,29,270,4.5,9.113249999999999,11.653850000000002,0.7819947914208607,0.6621894814735845,0.1865905241485955
30,Lar_8min,30,280,4.666666666666667,9.125475,11.491675000000003,0.7940944205261633,0.6791719284859044,0.18449401174254706
31,Lar_8min,31,290,4.833333333333333,9.247374999999998,11.08985,0.8338593398467966,0.7349840223471847,0.1835066241709418
32,Lar_8min,32,300,5.0,9.061549999999999,11.227899999999998,0.807056528825515,0.6973649090678646,0.18293805229615215
33,Lar_8min,33,310,5.166666666666667,9.0205,11.1824,0.806669409071398,0.6968215667344344,0.19359205407853786
34,Lar_8min,34,320,5.333333333333333,8.87315,11.273749999999998,0.7870628672801865,0.6693027846158849,0.19510423204281208
35,Lar_8min,35,330,5.5,9.064725,11.170725000000001,0.8114715025210986,0.7035615499891286,0.21210667199568828
36,Lar_8min,36,340,5.666666666666667,8.8715,10.978499999999999,0.808079427972856,0.6988006002297577,0.21251702845351134
37,Lar_8min,37,350,5.833333333333333,9.0363,11.006075,0.8210283865955849,0.7169751245694204,0.2329360182186706
38,Lar_8min,38,360,6.0,8.895425,11.016174999999997,0.80748762614973,0.697969976165535,0.21731633265364078
39,Lar_8min,39,370,6.166666666666667,8.942175,10.906699999999999,0.8198790651617814,0.7153619932759053,0.23162370896744794
40,Lar_8min,40,380,6.333333333333333,8.87115,10.766475000000003,0.8239604884607077,0.7210904791911047,0.22052854621221027
41,Lar_8min,41,390,6.5,9.095899999999999,10.985324999999998,0.8280046334541764,0.726766643101916,0.233515730080216
42,Lar_8min,42,400,6.666666666666667,8.993450000000001,10.85755,0.8283130172092232,0.727199475441979,0.24058489808064323
43,Lar_8min,43,410,6.833333333333333,8.944849999999999,11.029225,0.8110134664946992,0.7029186730479955,0.19171684411872203
44,Lar_8min,44,420,7.0,9.183325000000002,10.706974999999996,0.8576955676089656,0.7684393846084313,0.21589559005375342
45,Lar_8min,45,430,7.166666666666667,9.34055,10.820725,0.863209258159689,0.7761781307142068,0.19745979415914755
46,Lar_8min,46,440,7.333333333333333,9.227475000000002,10.749025,0.8584476266452076,0.7694949378507633,0.21038293945525569
47,Lar_8min,47,450,7.5,9.051000000000004,10.723225,0.844055776130782,0.7492952410961454,0.2034185124567471
48,Lar_8min,48,460,7.666666666666667,9.178825,10.634175000000003,0.8631440614810267,0.7760866238480769,0.21208215036848935
49,Lar_8min,49,470,7.833333333333333,9.038599999999999,10.509425000000002,0.8600470530024238,0.7717398143775676,0.2009195886593259
0,Sema5c_8min,0,-20,-0.3333333333333333,6.425757575757576,6.703666666666666,0.9585437187247143,0.9718816242682082,0.19182666967669007
1,Sema5c_8min,1,-10,-0.16666666666666666,6.379030303030303,6.539393939393941,0.9754772937905466,1.0,0.0
2,Sema5c_8min,2,0,0.0,2.3215757575757574,6.219848484848486,0.37325278312343174,0.0,0.0
3,Sema5c_8min,3,10,0.16666666666666666,2.9113636363636375,6.377333333333333,0.456517400642427,0.13826175461832133,0.11564417992282289
4,Sema5c_8min,4,20,0.3333333333333333,3.1492727272727277,6.168848484848485,0.5105122511936809,0.22792075984785118,0.11003628354011602
5,Sema5c_8min,5,30,0.5,3.3366969696969693,6.0742121212121205,0.549321772620467,0.2923643697298116,0.19648420138627004
6,Sema5c_8min,6,40,0.6666666666666666,3.5856666666666666,6.036666666666666,0.5939812258420762,0.366521851583444,0.18010631511193004
7,Sema5c_8min,7,50,0.8333333333333334,3.7022424242424243,6.157030303030302,0.6013032650530068,0.37868017307524043,0.20563321102188775
8,Sema5c_8min,8,60,1.0,3.803545454545455,6.190030303030305,0.614463139652716,0.4005322803319367,0.13927693025318935
9,Sema5c_8min,9,70,1.1666666666666667,3.744060606060607,6.0601515151515155,0.617816336225217,0.4061002977624901,0.15329239911541054
10,Sema5c_8min,10,80,1.3333333333333333,3.9235454545454553,5.9221818181818175,0.6625168856686727,0.4803260203155935,0.16533932005576354
11,Sema5c_8min,11,90,1.5,3.975090909090909,5.994969696969698,0.6630710595751993,0.4812462317927263,0.20714958410322631
12,Sema5c_8min,12,100,1.6666666666666667,4.145030303030302,6.036636363636362,0.6866456836789504,0.5203921378230808,0.20658296652293337
13,Sema5c_8min,13,110,1.8333333333333333,4.161939393939393,5.920151515151516,0.7030123102909936,0.5475690898104935,0.23364687177338594
14,Sema5c_8min,14,120,2.0,4.217454545454546,5.942333333333334,0.7097303885322059,0.5587245278941582,0.2604815334740336
15,Sema5c_8min,15,130,2.1666666666666665,4.152333333333333,5.755212121212122,0.7214909278545928,0.5782530245163882,0.188257808641746
16,Sema5c_8min,16,140,2.3333333333333335,4.317606060606061,5.7041818181818185,0.7569194317831681,0.6370824200342314,0.21344076707694312
17,Sema5c_8min,17,150,2.5,4.352939393939394,5.698393939393942,0.7638888150302847,0.648655152667442,0.17528565762485046
18,Sema5c_8min,18,160,2.6666666666666665,4.429303030303029,5.717060606060605,0.7747518061305078,0.6666932612263075,0.17297385062743936
19,Sema5c_8min,19,170,2.8333333333333335,4.510333333333333,5.561303030303032,0.811020961950273,0.7269185678641724,0.20916195959547768
20,Sema5c_8min,20,180,3.0,4.701545454545454,5.68151515151515,0.8275161341938239,0.7543089711961098,0.26102548479745374
21,Sema5c_8min,21,190,3.1666666666666665,4.686030303030304,5.660090909090911,0.8279072506598564,0.7549584241145891,0.21732886386281527
22,Sema5c_8min,22,200,3.3333333333333335,4.538090909090909,5.582787878787878,0.8128718137999914,0.7299919264155674,0.21242247539834602
23,Sema5c_8min,23,210,3.5,4.602060606060606,5.460060606060606,0.84285888712524,0.7797857703958306,0.2027406268251173
24,Sema5c_8min,24,220,3.6666666666666665,4.6318787878787875,5.463454545454545,0.8477930491308641,0.7879789972044807,0.2344272915152836
25,Sema5c_8min,25,230,3.8333333333333335,4.551878787878788,5.48330303030303,0.8301344577753954,0.7586567244595416,0.27456558215671617
26,Sema5c_8min,26,240,4.0,4.628060606060606,5.325,0.8691193626404893,0.8233915603464242,0.23806978191531522
27,Sema5c_8min,27,250,4.166666666666667,4.527878787878787,5.335727272727271,0.8485963686754242,0.7893129175785789,0.24387706437091022
28,Sema5c_8min,28,260,4.333333333333333,4.521787878787878,5.27178787878788,0.8577332743189876,0.8044848434662216,0.2549107105980629
29,Sema5c_8min,29,270,4.5,4.428909090909091,5.182575757575756,0.8545768162549338,0.799243512354412,0.23786475842363966
30,Sema5c_8min,30,280,4.666666666666667,4.446030303030302,5.139212121212121,0.8651190490229606,0.8167489984003862,0.2318618233276457
31,Sema5c_8min,31,290,4.833333333333333,4.3945454545454545,4.99218181818182,0.8802855373857301,0.8419331084691857,0.28251630541217043
32,Sema5c_8min,32,300,5.0,4.667999999999999,5.044242424242425,0.9254115102727379,0.9168652510301378,0.2543137113387252
33,Sema5c_8min,33,310,5.166666666666667,4.506272727272728,5.055575757575759,0.8913470875241258,0.860300926355147,0.2752215147021691
34,Sema5c_8min,34,320,5.333333333333333,4.408878787878787,4.958636363636364,0.8891312983163746,0.8566215855636261,0.22913612924271878
35,Sema5c_8min,35,330,5.5,4.525818181818183,4.9774242424242425,0.9092691242275732,0.8900606528126341,0.24976887001383047
36,Sema5c_8min,36,340,5.666666666666667,4.560575757575758,4.923757575757575,0.9262388912139042,0.9182391256010181,0.2741498550858273
37,Sema5c_8min,37,350,5.833333333333333,4.529818181818182,4.9134242424242425,0.9219269410335322,0.9110790879340098,0.2613492554156654
38,Sema5c_8min,38,360,6.0,4.55930303030303,4.974787878787879,0.9164818965937331,0.902037535583762,0.261365342478535
39,Sema5c_8min,39,370,6.166666666666667,4.574575757575757,4.961636363636362,0.9219893241477032,0.9111826757373391,0.2313840603296456
40,Sema5c_8min,40,380,6.333333333333333,4.454484848484848,4.852454545454546,0.9179858990451565,0.9045349471383953,0.23123425942730227
41,Sema5c_8min,41,390,6.5,4.557181818181818,4.844909090909092,0.940612451683116,0.9421065707391931,0.22902336985256727
42,Sema5c_8min,42,400,6.666666666666667,4.510878787878787,4.794696969696971,0.9408058145046607,0.9424276516950819,0.21153389115850102
43,Sema5c_8min,43,410,6.833333333333333,4.363606060606061,4.677333333333333,0.932926039183166,0.9293432036496745,0.21880382018723815
44,Sema5c_8min,44,420,7.0,4.336181818181817,4.717575757575757,0.9191546762589927,0.9064757137347956,0.24428726408222382
45,Sema5c_8min,45,430,7.166666666666667,4.4362121212121215,4.723848484848483,0.9391097397473814,0.9396113020991474,0.30842621731806996
46,Sema5c_8min,46,440,7.333333333333333,4.477212121212122,4.599121212121212,0.9734929597881019,0.996704992959774,0.24544119553811358
47,Sema5c_8min,47,450,7.5,4.445939393939393,4.66290909090909,0.9534690270087604,0.9634550464287703,0.26316596120331703
48,Sema5c_8min,48,460,7.666666666666667,4.453818181818183,4.637151515151515,0.9604642348359106,0.9750706610429967,0.2802494608346575
49,Sema5c_8min,49,470,7.833333333333333,4.388,4.8128787878787875,0.9117204470328979,0.8941310995677972,0.2779256167745761
0,Lar_fat2N1032_8min,0,-20,-0.3333333333333333,5.174533333333334,5.377266666666668,0.9622980696512476,0.9044156227763677,0.22382979538182549
1,Lar_fat2N1032_8min,1,-10,-0.16666666666666666,5.273466666666668,5.172133333333335,1.0195921734422932,1.0,0.0
2,Lar_fat2N1032_8min,2,0,0.0,2.1569,5.133233333333334,0.42018351006837784,0.0,0.0
3,Lar_fat2N1032_8min,3,10,0.16666666666666666,2.734566666666667,5.0372,0.5428743481828529,0.20468646119307018,0.1270932482109133
4,Lar_fat2N1032_8min,4,20,0.3333333333333333,3.2079000000000004,4.961766666666667,0.6465237516207266,0.377605889575133,0.13237891639543242
5,Lar_fat2N1032_8min,5,30,0.5,3.5405000000000006,5.052433333333335,0.7007514530952081,0.4680745544243327,0.15658517916734768
6,Lar_fat2N1032_8min,6,40,0.6666666666666666,3.5940333333333343,4.934299999999999,0.728377547642692,0.5141634687753263,0.17652677879323087
7,Lar_fat2N1032_8min,7,50,0.8333333333333334,3.583600000000001,4.884300000000001,0.7336977663124705,0.5230392475133785,0.2232063964270503
8,Lar_fat2N1032_8min,8,60,1.0,3.718200000000001,4.861666666666667,0.7647994514912583,0.5749265275598904,0.2812810189131483
9,Lar_fat2N1032_8min,9,70,1.1666666666666667,3.8940000000000006,4.706633333333334,0.8273429698510613,0.6792685602688636,0.2746955221708754
10,Lar_fat2N1032_8min,10,80,1.3333333333333333,3.913866666666667,4.718833333333333,0.8294140500830007,0.6827237659715671,0.22992011755399916
11,Lar_fat2N1032_8min,11,90,1.5,3.914433333333333,4.817533333333333,0.8125389203326738,0.6545708032577131,0.2502510384264857
12,Lar_fat2N1032_8min,12,100,1.6666666666666667,3.9174000000000007,4.651666666666667,0.8421497671085633,0.7039709013630987,0.25037865831028194
13,Lar_fat2N1032_8min,13,110,1.8333333333333333,3.831866666666666,4.668400000000001,0.8208094136463596,0.6683685573094036,0.2960798370651595
14,Lar_fat2N1032_8min,14,120,2.0,4.0451,4.649,0.8701010970101096,0.7506024093967257,0.2942101851989991
15,Lar_fat2N1032_8min,15,130,2.1666666666666665,3.9957666666666665,4.6519,0.8589536891735992,0.7320050675202092,0.27732742943015126
16,Lar_fat2N1032_8min,16,140,2.3333333333333335,4.1568000000000005,4.676366666666667,0.8888952249253339,0.7819568576448325,0.2616195931555154
17,Lar_fat2N1032_8min,17,150,2.5,4.000466666666666,4.5811,0.8732546040616154,0.7558634395489352,0.2994838939919844
18,Lar_fat2N1032_8min,18,160,2.6666666666666665,4.185799999999999,4.5246,0.9251204526366967,0.8423917994881158,0.3685370580336448
19,Lar_fat2N1032_8min,19,170,2.8333333333333335,4.053433333333334,4.531066666666667,0.8945869993820441,0.7914525069480519,0.29774782947683726
20,Lar_fat2N1032_8min,20,180,3.0,4.0275,4.679900000000001,0.860595311865638,0.7347438045327819,0.30767854815282497
21,Lar_fat2N1032_8min,21,190,3.1666666666666665,3.995533333333333,4.665533333333332,0.8563936956117916,0.7277342023855646,0.3427701202211613
22,Lar_fat2N1032_8min,22,200,3.3333333333333335,4.0109,4.501966666666667,0.8909217453113084,0.7853377236713055,0.382983665964536
23,Lar_fat2N1032_8min,23,210,3.5,3.903866666666667,4.5109,0.865429662964523,0.7428090051117553,0.3025806143893177
24,Lar_fat2N1032_8min,24,220,3.6666666666666665,3.9003333333333337,4.550600000000001,0.8571030926324732,0.7289176971597119,0.3149960748311807
25,Lar_fat2N1032_8min,25,230,3.8333333333333335,3.9931666666666668,4.590466666666667,0.8698825101296891,0.7502377385239523,0.32631180848338454
26,Lar_fat2N1032_8min,26,240,4.0,3.9556666666666676,4.3832,0.9024609113585206,0.8045886400365466,0.3131854638597205
27,Lar_fat2N1032_8min,27,250,4.166666666666667,3.9863666666666657,4.456366666666668,0.8945329154542935,0.7913622781424717,0.3298956021096938
28,Lar_fat2N1032_8min,28,260,4.333333333333333,3.880466666666666,4.4158333333333335,0.8787620305718058,0.7650515391656316,0.3710771982786937
29,Lar_fat2N1032_8min,29,270,4.5,3.9681666666666677,4.395533333333334,0.9027725114889359,0.805108485927097,0.27045464011900067
30,Lar_fat2N1032_8min,30,280,4.666666666666667,3.919133333333333,4.189366666666667,0.9354954209466823,0.8597004720915239,0.2689414774915638
31,Lar_fat2N1032_8min,31,290,4.833333333333333,3.874466666666667,4.120733333333334,0.940237174612933,0.8676111913653506,0.32321957180605515
32,Lar_fat2N1032_8min,32,300,5.0,3.804133333333334,4.112866666666667,0.9249347575900022,0.842082002419703,0.36203251147205234
33,Lar_fat2N1032_8min,33,310,5.166666666666667,3.8670000000000004,4.188733333333334,0.9231907816205375,0.8391725083198874,0.25480206787412535
34,Lar_fat2N1032_8min,34,320,5.333333333333333,3.7525666666666666,4.3055666666666665,0.8715616217764599,0.7530390187679172,0.30686978873557524
35,Lar_fat2N1032_8min,35,330,5.5,3.7845666666666657,4.314533333333333,0.8771670941623657,0.7623906893866802,0.3886192877954918
36,Lar_fat2N1032_8min,36,340,5.666666666666667,3.8763999999999994,4.155033333333334,0.9329407706316032,0.8554385211535785,0.3586048346920638
37,Lar_fat2N1032_8min,37,350,5.833333333333333,3.7227666666666663,4.1930666666666685,0.8878386542864406,0.7801941693430883,0.36133275070728604
38,Lar_fat2N1032_8min,38,360,6.0,3.7366666666666672,4.213666666666666,0.8867969306225777,0.7784562504114544,0.35772056403443775
39,Lar_fat2N1032_8min,39,370,6.166666666666667,3.6670333333333343,4.1042,0.8934830986144278,0.7896108572771866,0.2897806838817309
40,Lar_fat2N1032_8min,40,380,6.333333333333333,3.7326333333333337,4.239733333333332,0.8803934209698727,0.7677732055307527,0.3674338393699322
41,Lar_fat2N1032_8min,41,390,6.5,3.7369999999999988,4.117566666666667,0.9075748621758802,0.813120299870381,0.32922651046873896
42,Lar_fat2N1032_8min,42,400,6.666666666666667,3.7864666666666666,4.084866666666667,0.9269498800450443,0.8454438531538907,0.39386117831851564
43,Lar_fat2N1032_8min,43,410,6.833333333333333,3.832033333333333,4.148566666666667,0.92370055521184,0.8400229691531246,0.2843677616571181
44,Lar_fat2N1032_8min,44,420,7.0,4.031166666666667,4.3382,0.9292256388978533,0.8492405264285132,0.41150939253781404
45,Lar_fat2N1032_8min,45,430,7.166666666666667,3.925133333333333,4.228233333333332,0.9283152143921419,0.8477216553121254,0.3452347831376132
46,Lar_fat2N1032_8min,46,440,7.333333333333333,4.029366666666666,4.2917000000000005,0.9388742611707869,0.8653374280292075,0.38179614720097965
47,Lar_fat2N1032_8min,47,450,7.5,4.0001,4.2286,0.9459632029513313,0.877163986792377,0.2789039668130949
48,Lar_fat2N1032_8min,48,460,7.666666666666667,3.753966666666666,4.1659,0.9011178056762443,0.8023479222018789,0.2849908276194746
49,Lar_fat2N1032_8min,49,470,7.833333333333333,3.8264,4.063466666666667,0.9416590103688148,0.8699832554390974,0.30917617744033066
0,Sema5c_fat2N1032_8min,0,-20,-0.3333333333333333,3.0936486486486485,3.019567567567568,1.0245336722637928,0.9502524281721866,0.17323535465682796
1,Sema5c_fat2N1032_8min,1,-10,-0.16666666666666666,2.935135135135136,2.7853783783783785,1.053765318895002,1.0,0.0
2,Sema5c_fat2N1032_8min,2,0,0.0,1.2930810810810816,2.7738648648648647,0.4661658530881882,0.0,0.0
3,Sema5c_fat2N1032_8min,3,10,0.16666666666666666,1.641756756756757,2.8211081081081084,0.5819545702761997,0.19705381629138438,0.09481579953948609
4,Sema5c_fat2N1032_8min,4,20,0.3333333333333333,1.7623513513513511,2.785621621621621,0.6326599914619475,0.28334630656130977,0.11389411556481885
5,Sema5c_fat2N1032_8min,5,30,0.5,1.8734594594594598,2.7779189189189193,0.6744111380286624,0.3544000583025366,0.15935123385497024
6,Sema5c_fat2N1032_8min,6,40,0.6666666666666666,1.9525405405405405,2.8154324324324325,0.6935135498363267,0.38690929787687056,0.15829501471293975
7,Sema5c_fat2N1032_8min,7,50,0.8333333333333334,2.0097567567567567,2.799702702702703,0.7178464894921275,0.4283200565173502,0.19837170715667313
8,Sema5c_fat2N1032_8min,8,60,1.0,2.112783783783784,2.7690810810810813,0.7629909424533459,0.5051486712255546,0.23087291763404671
9,Sema5c_fat2N1032_8min,9,70,1.1666666666666667,2.0938378378378375,2.710783783783784,0.772410492627045,0.5211792340865427,0.2868736026588784
10,Sema5c_fat2N1032_8min,10,80,1.3333333333333333,2.1266756756756755,2.718324324324324,0.7823480283958719,0.5380913253104208,0.17616023371011977
11,Sema5c_fat2N1032_8min,11,90,1.5,2.222756756756757,2.7332972972972978,0.8132144128465768,0.5906209585842075,0.22141468841349835
12,Sema5c_fat2N1032_8min,12,100,1.6666666666666667,2.2296486486486486,2.6514594594594594,0.8409137242110414,0.6377607416785157,0.20446262880484267
