,condition,sample,region_type,roi,t_step,t_sec,t_min,mean_intensity
13,Fat2_30min,2,bleached,3,13,330.0,5.5,2.583
14,Fat2_30min,2,bleached,3,14,360.0,6.0,2.042
15,Fat2_30min,2,bleached,3,15,390.0,6.5,2.315
16,Fat2_30min,2,bleached,3,16,420.0,7.0,2.085
17,Fat2_30min,2,bleached,3,17,450.0,7.5,2.283
18,Fat2_30min,2,bleached,3,18,480.0,8.0,2.658
19,Fat2_30min,2,bleached,3,19,510.0,8.5,2.39
20,Fat2_30min,2,bleached,3,20,540.0,9.0,2.5380000000000003
21,Fat2_30min,2,bleached,3,21,570.0,9.5,2.325
22,Fat2_30min,2,bleached,3,22,600.0,10.0,2.331
23,Fat2_30min,2,bleached,3,23,630.0,10.5,2.075
24,Fat2_30min,2,bleached,3,24,660.0,11.0,2.7460000000000004
25,Fat2_30min,2,bleached,3,25,690.0,11.5,3.696
26,Fat2_30min,2,bleached,3,26,720.0,12.0,2.8710000000000004
27,Fat2_30min,2,bleached,3,27,750.0,12.5,2.612
28,Fat2_30min,2,bleached,3,28,780.0,13.0,2.717
29,Fat2_30min,2,bleached,3,29,810.0,13.5,2.592
30,Fat2_30min,2,bleached,3,30,840.0,14.0,2.421
31,Fat2_30min,2,bleached,3,31,870.0,14.5,2.379
32,Fat2_30min,2,bleached,3,32,900.0,15.0,2.423
33,Fat2_30min,2,bleached,3,33,930.0,15.5,2.127
34,Fat2_30min,2,bleached,3,34,960.0,16.0,2.775
35,Fat2_30min,2,bleached,3,35,990.0,16.5,2.465
36,Fat2_30min,2,bleached,3,36,1020.0,17.0,2.8710000000000004
37,Fat2_30min,2,bleached,3,37,1050.0,17.5,2.66
38,Fat2_30min,2,bleached,3,38,1080.0,18.0,2.292
39,Fat2_30min,2,bleached,3,39,1110.0,18.5,2.4130000000000003
40,Fat2_30min,2,bleached,3,40,1140.0,19.0,2.281
41,Fat2_30min,2,bleached,3,41,1170.0,19.5,2.925
42,Fat2_30min,2,bleached,3,42,1200.0,20.0,2.862
43,Fat2_30min,2,bleached,3,43,1230.0,20.5,3.485
44,Fat2_30min,2,bleached,3,44,1260.0,21.0,3.29
45,Fat2_30min,2,bleached,3,45,1290.0,21.5,2.927
46,Fat2_30min,2,bleached,3,46,1320.0,22.0,3.096
47,Fat2_30min,2,bleached,3,47,1350.0,22.5,3.427
48,Fat2_30min,2,bleached,3,48,1380.0,23.0,3.15
49,Fat2_30min,2,bleached,3,49,1410.0,23.5,3.154
50,Fat2_30min,2,bleached,3,50,1440.0,24.0,3.415
51,Fat2_30min,2,bleached,3,51,1470.0,24.5,3.015
52,Fat2_30min,2,bleached,3,52,1500.0,25.0,3.2710000000000004
53,Fat2_30min,2,bleached,3,53,1530.0,25.5,2.9
54,Fat2_30min,2,bleached,3,54,1560.0,26.0,3.1519999999999997
55,Fat2_30min,2,bleached,3,55,1590.0,26.5,2.971
56,Fat2_30min,2,bleached,3,56,1620.0,27.0,3.3939999999999997
57,Fat2_30min,2,bleached,3,57,1650.0,27.5,3.198
58,Fat2_30min,2,bleached,3,58,1680.0,28.0,3.883
59,Fat2_30min,2,bleached,3,59,1710.0,28.5,3.733
60,Fat2_30min,2,bleached,3,60,1740.0,29.0,3.548
0,Fat2_30min,2,bleached,4,0,-60.0,-1.0,10.355
1,Fat2_30min,2,bleached,4,1,-30.0,-0.5,10.227
2,Fat2_30min,2,bleached,4,2,0.0,0.0,2.169
3,Fat2_30min,2,bleached,4,3,30.0,0.5,2.483
4,Fat2_30min,2,bleached,4,4,60.0,1.0,3.073
5,Fat2_30min,2,bleached,4,5,90.0,1.5,3.017
6,Fat2_30min,2,bleached,4,6,120.0,2.0,2.911
7,Fat2_30min,2,bleached,4,7,150.0,2.5,3.773
8,Fat2_30min,2,bleached,4,8,180.0,3.0,4.13
9,Fat2_30min,2,bleached,4,9,210.0,3.5,3.737
10,Fat2_30min,2,bleached,4,10,240.0,4.0,3.622
11,Fat2_30min,2,bleached,4,11,270.0,4.5,3.639
12,Fat2_30min,2,bleached,4,12,300.0,5.0,3.998
13,Fat2_30min,2,bleached,4,13,330.0,5.5,2.509
14,Fat2_30min,2,bleached,4,14,360.0,6.0,2.866
15,Fat2_30min,2,bleached,4,15,390.0,6.5,2.616
16,Fat2_30min,2,bleached,4,16,420.0,7.0,2.8810000000000002
17,Fat2_30min,2,bleached,4,17,450.0,7.5,2.681
18,Fat2_30min,2,bleached,4,18,480.0,8.0,2.786
19,Fat2_30min,2,bleached,4,19,510.0,8.5,2.53
20,Fat2_30min,2,bleached,4,20,540.0,9.0,2.62
21,Fat2_30min,2,bleached,4,21,570.0,9.5,2.419
22,Fat2_30min,2,bleached,4,22,600.0,10.0,2.377
23,Fat2_30min,2,bleached,4,23,630.0,10.5,2.3080000000000003
24,Fat2_30min,2,bleached,4,24,660.0,11.0,2.544
25,Fat2_30min,2,bleached,4,25,690.0,11.5,2.5839999999999996
26,Fat2_30min,2,bleached,4,26,720.0,12.0,2.773
27,Fat2_30min,2,bleached,4,27,750.0,12.5,2.544
28,Fat2_30min,2,bleached,4,28,780.0,13.0,2.647
29,Fat2_30min,2,bleached,4,29,810.0,13.5,2.688
30,Fat2_30min,2,bleached,4,30,840.0,14.0,3.08
31,Fat2_30min,2,bleached,4,31,870.0,14.5,2.948
32,Fat2_30min,2,bleached,4,32,900.0,15.0,3.495
33,Fat2_30min,2,bleached,4,33,930.0,15.5,3.312
34,Fat2_30min,2,bleached,4,34,960.0,16.0,3.255
35,Fat2_30min,2,bleached,4,35,990.0,16.5,3.237
36,Fat2_30min,2,bleached,4,36,1020.0,17.0,2.872
37,Fat2_30min,2,bleached,4,37,1050.0,17.5,3.002
38,Fat2_30min,2,bleached,4,38,1080.0,18.0,3.4560000000000004
39,Fat2_30min,2,bleached,4,39,1110.0,18.5,3.017
40,Fat2_30min,2,bleached,4,40,1140.0,19.0,3.097
41,Fat2_30min,2,bleached,4,41,1170.0,19.5,3.112
42,Fat2_30min,2,bleached,4,42,1200.0,20.0,3.548
43,Fat2_30min,2,bleached,4,43,1230.0,20.5,2.998
44,Fat2_30min,2,bleached,4,44,1260.0,21.0,3.32
45,Fat2_30min,2,bleached,4,45,1290.0,21.5,3.12
46,Fat2_30min,2,bleached,4,46,1320.0,22.0,2.898
47,Fat2_30min,2,bleached,4,47,1350.0,22.5,2.972
48,Fat2_30min,2,bleached,4,48,1380.0,23.0,3.0669999999999997
49,Fat2_30min,2,bleached,4,49,1410.0,23.5,2.9019999999999997
50,Fat2_30min,2,bleached,4,50,1440.0,24.0,3.105
51,Fat2_30min,2,bleached,4,51,1470.0,24.5,2.9219999999999997
52,Fat2_30min,2,bleached,4,52,1500.0,25.0,2.861
53,Fat2_30min,2,bleached,4,53,1530.0,25.5,3.017
54,Fat2_30min,2,bleached,4,54,1560.0,26.0,3.284
55,Fat2_30min,2,bleached,4,55,1590.0,26.5,3.052
56,Fat2_30min,2,bleached,4,56,1620.0,27.0,2.9419999999999997
57,Fat2_30min,2,bleached,4,57,1650.0,27.5,2.812
58,Fat2_30min,2,bleached,4,58,1680.0,28.0,2.841
59,Fat2_30min,2,bleached,4,59,1710.0,28.5,3.13
60,Fat2_30min,2,bleached,4,60,1740.0,29.0,3.0060000000000002
0,Fat2_30min,3,bleached,1,0,-60.0,-1.0,12.574000000000002
1,Fat2_30min,3,bleached,1,1,-30.0,-0.5,13.931
2,Fat2_30min,3,bleached,1,2,0.0,0.0,3.0
3,Fat2_30min,3,bleached,1,3,30.0,0.5,4.706
4,Fat2_30min,3,bleached,1,4,60.0,1.0,4.025
5,Fat2_30min,3,bleached,1,5,90.0,1.5,3.549
6,Fat2_30min,3,bleached,1,6,120.0,2.0,5.228
7,Fat2_30min,3,bleached,1,7,150.0,2.5,5.22
8,Fat2_30min,3,bleached,1,8,180.0,3.0,6.492000000000001
9,Fat2_30min,3,bleached,1,9,210.0,3.5,5.617999999999999
10,Fat2_30min,3,bleached,1,10,240.0,4.0,5.867999999999999
11,Fat2_30min,3,bleached,1,11,270.0,4.5,5.03
12,Fat2_30min,3,bleached,1,12,300.0,5.0,4.734
13,Fat2_30min,3,bleached,1,13,330.0,5.5,3.9810000000000003
14,Fat2_30min,3,bleached,1,14,360.0,6.0,3.585
15,Fat2_30min,3,bleached,1,15,390.0,6.5,4.288
16,Fat2_30min,3,bleached,1,16,420.0,7.0,5.223
17,Fat2_30min,3,bleached,1,17,450.0,7.5,4.791
18,Fat2_30min,3,bleached,1,18,480.0,8.0,6.266
19,Fat2_30min,3,bleached,1,19,510.0,8.5,6.037999999999999
20,Fat2_30min,3,bleached,1,20,540.0,9.0,5.849
21,Fat2_30min,3,bleached,1,21,570.0,9.5,5.907
22,Fat2_30min,3,bleached,1,22,600.0,10.0,5.11
23,Fat2_30min,3,bleached,1,23,630.0,10.5,5.06
24,Fat2_30min,3,bleached,1,24,660.0,11.0,4.962
25,Fat2_30min,3,bleached,1,25,690.0,11.5,5.777
26,Fat2_30min,3,bleached,1,26,720.0,12.0,6.157
27,Fat2_30min,3,bleached,1,27,750.0,12.5,6.225
28,Fat2_30min,3,bleached,1,28,780.0,13.0,6.025
29,Fat2_30min,3,bleached,1,29,810.0,13.5,6.1979999999999995
30,Fat2_30min,3,bleached,1,30,840.0,14.0,5.3870000000000005
31,Fat2_30min,3,bleached,1,31,870.0,14.5,4.887
32,Fat2_30min,3,bleached,1,32,900.0,15.0,5.513999999999999
33,Fat2_30min,3,bleached,1,33,930.0,15.5,5.874
34,Fat2_30min,3,bleached,1,34,960.0,16.0,6.17
35,Fat2_30min,3,bleached,1,35,990.0,16.5,6.357
36,Fat2_30min,3,bleached,1,36,1020.0,17.0,5.602
37,Fat2_30min,3,bleached,1,37,1050.0,17.5,5.629
38,Fat2_30min,3,bleached,1,38,1080.0,18.0,5.527
39,Fat2_30min,3,bleached,1,39,1110.0,18.5,5.343
40,Fat2_30min,3,bleached,1,40,1140.0,19.0,5.587999999999999
41,Fat2_30min,3,bleached,1,41,1170.0,19.5,5.3020000000000005
42,Fat2_30min,3,bleached,1,42,1200.0,20.0,5.184
43,Fat2_30min,3,bleached,1,43,1230.0,20.5,5.772
44,Fat2_30min,3,bleached,1,44,1260.0,21.0,5.835
45,Fat2_30min,3,bleached,1,45,1290.0,21.5,5.934
46,Fat2_30min,3,bleached,1,46,1320.0,22.0,5.867999999999999
47,Fat2_30min,3,bleached,1,47,1350.0,22.5,5.626
48,Fat2_30min,3,bleached,1,48,1380.0,23.0,5.327000000000001
49,Fat2_30min,3,bleached,1,49,1410.0,23.5,5.209
50,Fat2_30min,3,bleached,1,50,1440.0,24.0,5.797000000000001
