Distance_(microns),Value
0.00000,6.6667
0.06889,6.1771
0.13779,4.6341
0.20668,2.5060
0.27558,2.1509
0.34447,2.1182
0.41337,2.1460
0.48226,3.8301
0.55116,6.7909
0.62005,8.0844
0.68894,9.9303
0.75784,10.9953
0.82673,17.8320
0.89563,25.8333
0.96452,26.3649
1.03342,18.5788
1.10231,10.8451
1.17121,1.9985
1.24010,1.5296
1.30900,2.7206
1.37789,0.7585
1.44678,1.9712
1.51568,2.6464
1.58457,3.3792
1.65347,1.6770
1.72236,1.7228
1.79126,1.0617
1.86015,1.9483
1.92905,4.0214
1.99794,2.6986
2.06683,3.0563
2.13573,4.4923
2.20462,3.6783
2.27352,1.8496
2.34241,2.0000
2.41131,1.9708
2.48020,1.9842
2.54910,2.0768
2.61799,2.6006
2.68689,5.1389
