Distance_(microns),Value
0.00000,1.5000
0.06889,3.1179
0.13779,4.2846
0.20668,0.9796
0.27558,3.0652
0.34447,5.7608
0.41337,4.9949
0.48226,10.5556
0.55116,10.1978
0.62005,10.3980
0.68894,11.3486
0.75784,9.4206
0.82673,5.2245
0.89563,5.1814
0.96452,3.5000
1.03342,1.0612
1.10231,3.1616
1.17121,1.3118
1.24010,2.0102
1.30900,2.9342
1.37789,2.7783
1.44678,4.0000
1.51568,4.1814
1.58457,2.4478
1.65347,3.4490
1.72236,5.9739
1.79126,6.0051
1.86015,4.9388
1.92905,2.2778
1.99794,1.4376
2.06683,3.7857
2.13573,2.5964
2.20462,2.3486
2.27352,1.7755
2.34241,1.7931
2.41131,1.9444
2.48020,1.2143
2.54910,1.2324
2.61799,0.2012
2.68689,1.3776
2.75578,2.0425
2.82467,2.3186
2.89357,1.5000
