Distance_(microns),Value
0.00000,11.7500
0.06889,13.6127
0.13779,15.0000
0.20668,16.6471
0.27558,20.7598
0.34447,27.3677
0.41337,25.7941
0.48226,31.1422
0.55116,35.1422
0.62005,31.2353
0.68894,34.3775
0.75784,39.6716
0.82673,47.2499
0.89563,41.4510
0.96452,30.3530
1.03342,29.1177
1.10231,25.3628
1.17121,19.4166
1.24010,15.2646
1.30900,16.5832
1.37789,20.2695
1.44678,20.3822
1.51568,23.7696
1.58457,26.4165
1.65347,23.6617
1.72236,21.9757
1.79126,22.5835
1.86015,19.9854
1.92905,15.5099
1.99794,11.6324
2.06683,10.6177
2.13573,10.6325
2.20462,12.2549
2.27352,14.1764
2.34241,9.5001
