Distance_(microns),Value
0.00000,2.0000
0.06889,4.1795
0.13779,3.3205
0.20668,1.2308
0.27558,3.4359
0.34447,2.0000
0.41337,2.0000
0.48226,3.7436
0.55116,5.3462
0.62005,4.9231
0.68894,18.0128
0.75784,13.6667
0.82673,12.8462
0.89563,9.0000
0.96452,2.7564
1.03342,5.1538
1.10231,7.8718
1.17121,6.1026
1.24010,7.6538
1.30900,6.2051
1.37789,4.4103
1.44678,4.2308
1.51568,2.4744
1.58457,1.0000
1.65347,1.3077
1.72236,2.7436
1.79126,3.0000
1.86015,3.0000
1.92905,2.0385
1.99794,3.2051
2.06683,0.3846
2.13573,3.1538
2.20462,1.0000
2.27352,2.3846
2.34241,1.5513
2.41131,1.0000
2.48020,4.0000
2.54910,3.4615
2.61799,2.0000
2.68689,3.0000
