Distance_(microns),Value
0.00000,3.36104
0.06889,2.64737
0.13779,3.58681
0.20668,4.94675
0.27558,6.13980
0.34447,6.76864
0.41337,6.62233
0.48226,4.75209
0.55116,7.00000
0.62005,6.95409
0.68894,6.06609
0.75784,4.33334
0.82673,5.29569
0.89563,5.02478
0.96452,3.91046
1.03342,3.40492
1.10231,2.43941
1.17121,2.92838
1.24010,1.96604
1.30900,1.82093
1.37789,1.66048
1.44678,1.61709
1.51568,2.58334
