Distance_(microns),Value
0.00000,4.1945
0.06889,3.9365
0.13779,7.9161
0.20668,7.8649
0.27558,8.1136
0.34447,7.4412
0.41337,11.0828
0.48226,9.7236
0.55116,12.0320
0.62005,15.6356
0.68894,12.7264
0.75784,14.5069
0.82673,5.9809
0.89563,5.8053
0.96452,3.3538
1.03342,2.6334
1.10231,4.2000
1.17121,4.0000
1.24010,5.3921
1.30900,6.7553
1.37789,4.2933
1.44678,4.1078
1.51568,6.8348
1.58457,5.8668
1.65347,4.5226
1.72236,4.9331
1.79126,3.5251
1.86015,3.0825
1.92905,3.2630
1.99794,3.7059
2.06683,1.7884
2.13573,3.2933
2.20462,0.6255
2.27352,1.7764
2.34241,3.1389
