Distance_(microns),Value
0.00000,1.0000
0.06889,1.2647
0.13779,2.0213
0.20668,1.9606
0.27558,1.1500
0.34447,3.7422
0.41337,10.7762
0.48226,15.0034
0.55116,15.9600
0.62005,11.2891
0.68894,7.5312
0.75784,3.5425
0.82673,1.9900
0.89563,2.8697
0.96452,4.5525
1.03342,5.2578
1.10231,2.9000
1.17121,4.0659
1.24010,4.5425
1.30900,2.3184
1.37789,2.5000
1.44678,1.0831
1.51568,2.4325
1.58457,3.0663
1.65347,2.9800
1.72236,1.9609
1.79126,2.0812
1.86015,2.8484
1.92905,1.4500
1.99794,1.8941
2.06683,1.0938
2.13573,1.0000
2.20462,0.7600
2.27352,1.6303
2.34241,1.1662
2.41131,1.7422
2.48020,1.8000
2.54910,1.8553
2.61799,1.3825
2.68689,1.3897
2.75578,2.2500
