Distance_(microns),Value
0.00000,15.000
0.06889,19.184
0.13779,18.289
0.20668,21.882
0.27558,16.000
0.34447,17.658
0.41337,20.553
0.48226,32.092
0.55116,54.684
0.62005,61.316
0.68894,106.868
0.75784,130.158
0.82673,172.895
0.89563,176.421
0.96452,214.132
1.03342,202.882
1.10231,213.053
1.17121,221.855
1.24010,202.526
1.30900,202.500
1.37789,188.421
1.44678,182.789
1.51568,152.553
1.58457,129.461
1.65347,137.737
1.72236,119.013
1.79126,98.789
1.86015,106.184
1.92905,87.526
1.99794,71.579
2.06683,52.263
2.13573,43.408
2.20462,44.895
2.27352,41.566
2.34241,33.026
2.41131,37.145
2.48020,27.842
2.54910,34.184
2.61799,23.000
