Distance_(microns),Value
0.00000,5.000
0.06889,7.918
0.13779,9.311
0.20668,6.153
0.27558,3.857
0.34447,8.622
0.41337,10.847
0.48226,9.357
0.55116,16.204
0.62005,23.724
0.68894,30.755
0.75784,40.082
0.82673,67.648
0.89563,101.398
0.96452,128.429
1.03342,154.867
1.10231,174.464
1.17121,193.765
1.24010,192.816
1.30900,191.857
1.37789,197.842
1.44678,190.929
1.51568,181.469
1.58457,173.500
1.65347,168.959
1.72236,164.429
1.79126,153.245
1.86015,130.857
1.92905,121.071
1.99794,112.327
2.06683,101.643
2.13573,88.857
2.20462,80.520
2.27352,73.429
2.34241,54.240
2.41131,43.214
2.48020,40.015
2.54910,34.459
2.61799,23.122
2.68689,17.327
2.75578,10.995
2.82467,10.214
2.89357,12.036
2.96246,13.296
3.03136,13.658
3.10025,9.102
3.16915,8.158
3.23804,7.337
3.30694,5.893
3.37583,6.000
