Distance_(microns),Value
0.00000,5.000
0.06889,5.704
0.13779,5.088
0.20668,5.187
0.27558,4.658
0.34447,6.185
0.41337,16.240
0.48226,44.739
0.55116,96.311
0.62005,170.580
0.68894,193.574
0.75784,180.190
0.82673,123.229
0.89563,65.071
0.96452,36.690
1.03342,36.028
1.10231,30.388
1.17121,17.790
1.24010,11.400
1.30900,8.250
1.37789,9.747
1.44678,3.296
1.51568,7.989
1.58457,7.011
1.65347,4.998
1.72236,3.096
1.79126,5.357
1.86015,4.050
1.92905,2.322
1.99794,4.182
2.06683,4.778
2.13573,3.500
2.20462,3.625
2.27352,4.792
2.34241,4.686
2.41131,3.688
2.48020,5.860
2.54910,6.145
2.61799,3.346
2.68689,3.352
2.75578,2.574
2.82467,3.919
2.89357,4.178
2.96246,4.256
3.03136,3.306
3.10025,4.500
