,basename,spearmans_r
0,Lar_Abi_01,0.8345468506795923
1,Lar_Abi_02,0.7550629802003049
2,Lar_Abi_03,0.7971495359610539
3,Lar_Abi_04,0.8294979831459354
4,Lar_Abi_05,0.8151418681772201
5,Lar_Abi_06,0.8295932621354231
6,Lar_Abi_07,0.8293133797549477
7,Lar_Abi_08,0.7489969067101134
8,Lar_Abi_09,0.8044024744807416
9,Lar_Abi_10,0.76037284424009
