,basename,spearmans_r
0,Sema5c_Abi_01,0.6255265700679599
1,Sema5c_Abi_02,0.6189478423604379
2,Sema5c_Abi_03,0.6805188857222667
3,Sema5c_Abi_04,0.6845984194029424
4,Sema5c_Abi_05,0.5977083208784323
5,Sema5c_Abi_06,0.48289079762479514
6,Sema5c_Abi_07,0.6297634343950529
7,Sema5c_Abi_08,0.5696380982953304
8,Sema5c_Abi_09,0.6141502739599933
9,Sema5c_Abi_10,0.5743595171891716
10,Sema5c_Abi_11,0.5672976240189868
