seconds,mean_intensity
-20,10.893
-10,13.236
0,13.757
10,11.657
20,13.579
30,12
40,12.843
50,12.364
60,13.293
70,12.729
80,11.879
90,11.65
100,11.493
110,12.457
120,12.157
130,12.821
140,12.729
150,12.029
160,14.357
170,13.393
180,11.786
190,11.271
200,11.079
210,10.193
220,9.343
230,8.543
240,8.529
250,10.421
260,9.214
270,9.043
280,8.586
290,8.85
300,8.307
310,8.286
320,7.6
330,8.829
340,7.657
350,6.614
360,6.679
370,7.643
380,9.036
390,7.3
400,7.093
410,8.164
420,7.029
430,8.036
440,8.464
450,8.457
460,6.929
470,7.407
