seconds,mean_intensity
-20,15.803
-10,14.968
0,14.745
10,14.688
20,14.043
30,13.94
40,13.424
50,13.28
60,14.211
70,14.529
80,13.395
90,12.919
100,12.697
110,12.968
120,12.307
130,12.632
140,11.258
150,12.437
160,11.348
170,11.415
180,12.15
190,11.377
200,10.731
210,11.789
220,10.563
230,9.617
240,10.809
250,11.85
260,11.04
270,12.635
280,11.749
290,11.816
300,11.643
310,11.653
320,11.303
330,11.273
340,11.04
350,11.93
360,11.612
370,11.283
380,10.552
390,9.991
400,10.924
410,11.078
420,10.581
430,10.37
440,10.143
450,11.283
460,10.3
470,9.944
