seconds,mean_intensity
-20,8.594
-10,8.028
0,3.253
10,3.697
20,4.225
30,4.532
40,4.816
50,5.264
60,5.279
70,5.165
80,5.55
90,5.186
100,5.046
110,5.465
120,5.472
130,5.285
140,5.133
150,5.576
160,5.766
170,5.762
180,5.828
190,5.978
200,6.769
210,7.247
220,7.498
230,8.096
240,8.337
250,8.693
260,9.091
270,8.73
280,8.205
290,7.885
300,7.97
310,8.399
320,8.072
330,7.762
340,8.406
350,8.418
360,7.435
370,7.088
380,7.159
390,7.091
400,7.598
410,6.979
420,7.915
430,6.805
440,6.81
450,6.187
460,5.759
470,5.589
