seconds,mean_intensity
-20,12.396
-10,11.755
0,12.033
10,10.147
20,11.278
30,11.918
40,10.747
50,12.853
60,11.739
70,13.808
80,12.355
90,12.637
100,11.702
110,12.041
120,11.114
130,10.445
140,11.531
150,10.984
160,10.269
170,10.498
180,11.8
190,10.841
200,11.171
210,11.518
220,11.053
230,11.143
240,10.702
250,9.792
260,10.751
270,10.629
280,11.543
290,12.371
300,13.171
310,11.78
320,11.429
330,10.335
340,9.959
350,9.167
360,10.518
370,10.829
380,9.669
390,10.518
400,11.645
410,11.363
420,11.269
430,11.224
440,10.482
450,11.649
460,9.857
470,11.845
