seconds,mean_intensity
-20,11.383
-10,11.629
0,3.324
10,4.068
20,5.328
30,5.179
40,5.257
50,5.817
60,5.924
70,6.896
80,7.79
90,8.085
100,7.54
110,8.519
120,8.311
130,8.667
140,8.686
150,9.035
160,8.64
170,9.61
180,9.385
190,10.167
200,10.535
210,9.949
220,9.519
230,8.828
240,9.765
250,8.449
260,9.285
270,9.493
280,9.822
290,10.125
300,9.471
310,9.843
320,9.492
330,9.938
340,8.931
350,8.867
360,9.367
370,8.401
380,9.242
390,9.31
400,9.21
410,9.444
420,9.328
430,8.621
440,8.444
450,8.079
460,8.168
470,9.182
