seconds,mean_intensity
-20,10.639
-10,10.807
0,10.006
10,10.837
20,11.47
30,10.892
40,8.988
50,9.801
60,11.44
70,9.554
80,10.831
90,10.512
100,12.006
110,11.596
120,12.639
130,12.922
140,15.247
150,13.518
160,11.38
170,12.518
180,10.108
190,9.898
200,10.729
210,11.789
220,9.837
230,9.928
240,8.795
250,10.428
260,8.494
270,9.386
280,9.675
290,8.801
300,9.964
310,9.584
320,9.343
330,8.813
340,10.295
350,11.38
360,10.711
370,9.428
380,9.03
390,9.398
400,9.458
410,9.12
420,7.771
430,10.078
440,9.235
450,10.036
460,11.187
470,11.97
