seconds,mean_intensity
-20,14.888
-10,12.71
0,14.332
10,14.988
20,13.278
30,14.147
40,14.035
50,13.405
60,15
70,14.185
80,14.305
90,14.39
100,13.568
110,13.263
120,13.023
130,12.301
140,12.985
150,13.699
160,14.151
170,12.61
180,15.444
190,15.147
200,15.027
210,15.614
220,14.097
230,15.695
240,15.243
250,14.162
260,14.336
270,15.27
280,14.486
290,13.548
300,12.761
310,12.375
320,13.382
330,12.807
340,13.278
350,12.726
360,13.147
370,12.486
380,12.687
390,14.39
400,14.676
410,15.301
420,14.529
430,15.085
440,15.205
450,12.212
460,11.093
470,10.278
