seconds,mean_intensity
-20,12.596
-10,13.204
0,3.224
10,4.323
20,4.856
30,5.47
40,5.307
50,5.375
60,6.095
70,5.098
80,6.691
90,6.731
100,6.793
110,6.387
120,7.002
130,6.921
140,7.097
150,7.33
160,6.885
170,6.969
180,6.839
190,6.875
200,8.14
210,7.834
220,7.704
230,8.176
240,7.419
250,7.708
260,7.64
270,7.524
280,7.578
290,7.901
300,7.552
310,7.102
320,7.363
330,7.54
340,8.005
350,7.447
360,7.205
370,7.322
380,7.489
390,7.2
400,7.767
410,7.726
420,7.713
430,7.979
440,7.852
450,7.606
460,7.601
470,8.205
