seconds,mean_intensity
-20,11.54
-10,12.229
0,3.429
10,5.178
20,5.879
30,6.419
40,6.857
50,5.838
60,7.219
70,7.321
80,7.648
90,7.603
100,7.733
110,8.121
120,8.333
130,7.238
140,6.911
150,8.53
160,8.714
170,9.032
180,9.505
190,10.784
200,9.702
210,10.514
220,9.076
230,9.317
240,8.902
250,9.848
260,9.114
270,9.787
280,8.305
290,9.33
300,9.133
310,8.848
320,9.397
330,8.99
340,8.527
350,8.238
360,9.289
370,8.883
380,9.365
390,9.333
400,10.298
410,10.149
420,10.479
430,11.784
440,10.733
450,9.444
460,14.086
470,11.787
