seconds,mean_intensity
-20,21.571
-10,20.326
0,6.034
10,8.737
20,9.103
30,11.623
40,11.063
50,10.64
60,12.16
70,12.497
80,11.977
90,12.909
100,13.457
110,12.571
120,13.223
130,12.783
140,12.583
150,12.097
160,14.097
170,12.131
180,12.006
190,14.28
200,15.377
210,14.183
220,15.737
230,17.223
240,16.389
250,15.931
260,16.743
270,17.731
280,17.126
290,17.623
300,17.823
310,16.08
320,16.697
330,16.4
340,15.549
350,13.891
360,15.48
370,16.069
380,15.469
390,15.937
400,15.309
410,13.669
420,13.429
430,13.291
440,13.234
450,14.857
460,12.817
470,14.783
