seconds,mean_intensity
-20,10.277
-10,9.508
0,8.554
10,8.254
20,8.113
30,7.808
40,8.254
50,8.508
60,8.582
70,7.915
80,8.571
90,7.056
100,7.294
110,6.593
120,7.797
130,8.418
140,8.107
150,9.322
160,8.153
170,7.667
180,7.096
190,8.147
200,7.497
210,7.028
220,6.362
230,6.774
240,6.576
250,5.881
260,6.407
270,5.842
280,5.644
290,6.023
300,5.169
310,6.237
320,6.333
330,6.689
340,6.599
350,7.362
360,6.271
370,7.322
380,6.062
390,6.249
400,6.441
410,6.774
420,7.362
430,5.418
440,5.78
450,5.966
460,7.023
470,5.757
