seconds,mean_intensity
-20,11.969
-10,11.569
0,4.444
10,6.562
20,6.444
30,6.556
40,9.294
50,6.431
60,7.769
70,6.844
80,7.456
90,8.969
100,8.781
110,8.594
120,9.269
130,10.25
140,10.256
150,10.463
160,10.581
170,10.55
180,9.287
190,8.762
200,9.037
210,8.875
220,9.588
230,9.756
240,8.088
250,8.05
260,8.325
270,8.363
280,7.294
290,9.338
300,7.925
310,9.081
320,7.669
330,9.15
340,9.188
350,8.588
360,8.481
370,8.787
380,8.363
390,9.713
400,9.581
410,8.262
420,9.762
430,9.644
440,7.781
450,9.906
460,10.188
470,10
