seconds,mean_intensity
-20,8.762
-10,9.089
0,3.306
10,4.111
20,4.589
30,5.097
40,5.077
50,5.061
60,5.329
70,5.56
80,5.7
90,5.551
100,5.781
110,6.074
120,5.908
130,6.147
140,6.27
150,6.403
160,6.306
170,6.362
180,6.803
190,6.426
200,6.44
210,6.774
220,6.217
230,6.245
240,6.311
250,5.867
260,5.882
270,6.396
280,6.422
290,6.321
300,6.26
310,6.301
320,6.296
330,6.584
340,6.607
350,6.328
360,6.631
370,6.633
380,6.066
390,5.959
400,6.04
410,6.46
420,6.228
430,6.152
440,6.038
450,6.083
460,6.479
470,6.3
