seconds,mean_intensity
-20,10.68
-10,9.013
0,3.75
10,4.553
20,4.544
30,5.658
40,6.022
50,4.974
60,6.272
70,6.693
80,6.061
90,5.89
100,6.171
110,7.482
120,6.798
130,6.544
140,6.61
150,6.333
160,6.154
170,6.706
180,7.82
190,6.544
200,7.162
210,6.654
220,6.259
230,6.263
240,6.732
250,6.82
260,6.175
270,5.355
280,7.162
290,6.132
300,6.18
310,6.246
320,6.276
330,5.921
340,6.307
350,7.158
360,7.175
370,6.877
380,6.697
390,6.395
400,6.899
410,6.118
420,5.07
430,6.974
440,6.132
450,6.443
460,5.816
470,7.811
