seconds,mean_intensity
-20,8.167
-10,7.47
0,2.577
10,4.167
20,4.983
30,5.023
40,5.487
50,5.477
60,5.457
70,5.623
80,6.287
90,5.893
100,5.95
110,6.19
120,5.637
130,5.733
140,6.473
150,6.347
160,6.44
170,6.187
180,6.437
190,6.37
200,6.313
210,5.74
220,6.453
230,6.62
240,5.78
250,5.787
260,5.507
270,5.11
280,5.58
290,4.98
300,4.81
310,4.45
320,4.763
330,4.677
340,4.91
350,4.11
360,4.287
370,5.86
380,4.723
390,5.037
400,4.873
410,4.727
420,4.523
430,4.947
440,4.81
450,4.43
460,5.143
470,5.967
