seconds,mean_intensity
-20,16.344
-10,16.062
0,12.833
10,15.255
20,14.745
30,15.375
40,16.604
50,15.594
60,13.88
70,15.656
80,15.719
90,14.51
100,13.214
110,13.333
120,13.411
130,13.646
140,14.438
150,14.464
160,13.094
170,12.698
180,14.688
190,14.823
200,14.339
210,13.271
220,14.198
230,13.344
240,12.74
250,13.74
260,12.292
270,11.755
280,11.557
290,12.88
300,13.833
310,13.312
320,12.849
330,12.12
340,14.354
350,12.005
360,12.005
370,10.438
380,10.141
390,10.953
400,9.969
410,9.745
420,9.891
430,8.766
440,8.839
450,9.573
460,9.547
470,9.12
