seconds,mean_intensity
-20,20.883
-10,20.706
0,4.003
10,5.134
20,5.491
30,6.811
40,7.16
50,8.174
60,7.851
70,7.74
80,8.349
90,7.691
100,8.68
110,8.706
120,8.977
130,8.223
140,9.943
150,10.383
160,9.294
170,10.711
180,9.611
190,9.811
200,10.743
210,10.603
220,11.603
230,11.083
240,11.291
250,11.197
260,11.866
270,11.403
280,12.283
290,12.38
300,12.523
310,11.889
320,11.629
330,12.529
340,12.166
350,11.877
360,11.774
370,11.389
380,10.829
390,11.103
400,11.483
410,11.503
420,12.1
430,12.337
440,10.991
450,11.237
460,11.003
470,10.803
