seconds,mean_intensity
-20,12.372
-10,12.169
0,4.113
10,4.72
20,5.99
30,7.056
40,7.37
50,7.383
60,7.849
70,8.536
80,8.31
90,9.431
100,9.864
110,9.249
120,9.111
130,9.586
140,9.642
150,9.684
160,10.274
170,10.96
180,10.511
190,10.169
200,10.816
210,10.433
220,11.301
230,10.73
240,10.768
250,10.826
260,10.952
270,9.872
280,10.414
290,10.661
300,10.027
310,10.079
320,9.567
330,9.657
340,8.634
350,8.086
360,7.958
370,7.971
380,7.841
390,7.709
400,8.534
410,8.874
420,8.619
430,8.818
440,9.389
450,9.18
460,9.337
470,8.538
