seconds,mean_intensity
-20,14.681
-10,14.466
0,13.309
10,12.144
20,13.359
30,13.329
40,12.839
50,14.453
60,15.158
70,16.53
80,16.886
90,15.124
100,16.473
110,15.144
120,15.054
130,17.262
140,13.789
150,14.718
160,14.721
170,14.477
180,14.067
190,14.138
200,13.795
210,13.594
220,14.117
230,14.225
240,15.399
250,13.581
260,13.091
270,15.47
280,16.416
290,14.315
300,16.154
310,15.94
320,15.832
330,16.379
340,15.785
350,14.849
360,14.624
370,14.403
380,14.466
390,14.201
400,13.205
410,13.591
420,14.047
430,14.859
440,13.54
450,13.913
460,13.903
470,14.45
