seconds,mean_intensity
-20,10.144
-10,9.406
0,8.494
10,8.933
20,9.678
30,9.4
40,10.344
50,9.1
60,9.706
70,9.672
80,8.75
90,10.561
100,9.589
110,11.856
120,9.833
130,10.628
140,11.039
150,8.872
160,9.611
170,9.422
180,9.367
190,10.783
200,10.139
210,11.722
220,10.856
230,10.067
240,10.156
250,9.672
260,10.222
270,9.35
280,10.061
290,9.061
300,10.478
310,11.661
320,12.067
330,10.772
340,9.917
350,10.283
360,11.178
370,9.878
380,9.472
390,10.711
400,9.511
410,11.278
420,9.706
430,9.194
440,9.017
450,9.378
460,8.894
470,8.372
