seconds,mean_intensity
-20,14.831
-10,15.213
0,3.588
10,4.878
20,6.357
30,7.792
40,8.725
50,8.655
60,8.429
70,9.253
80,9.809
90,10.002
100,10.002
110,10.122
120,9.754
130,9.916
140,10.097
150,10.911
160,10.752
170,9.256
180,10.953
190,9.993
200,10.052
210,10.186
220,9.876
230,10.663
240,10.189
250,9.581
260,9.524
270,9.27
280,9.72
290,9.868
300,10.122
310,10.432
320,9.603
330,9.697
340,9.261
350,9.881
360,9.759
370,9.027
380,8.543
390,8.672
400,9.067
410,9.119
420,9.501
430,10.06
440,9.623
450,9.454
460,9.184
470,9.519
