seconds,mean_intensity
-20,9.119
-10,8.525
0,2.806
10,3.569
20,3.79
30,3.621
40,4.35
50,5.26
60,5.004
70,4.727
80,5.033
90,5.36
100,5.283
110,6.008
120,6.244
130,5.519
140,6.117
150,5.996
160,6.994
170,5.944
180,6.198
190,6.715
200,6.506
210,6.225
220,5.925
230,5.731
240,5.89
250,5.837
260,5.6
270,6.444
280,6.394
290,5.979
300,5.865
310,5.606
320,5.092
330,5.102
340,6.085
350,6.015
360,5.485
370,5.773
380,5.748
390,5.648
400,5.817
410,6.013
420,6.065
430,5.667
440,6.306
450,6.375
460,6.187
470,5.917
