seconds,mean_intensity
-20,9.773
-10,10.181
0,10.699
10,10.903
20,9.88
30,10.741
40,10.125
50,9.634
60,9.269
70,8.954
80,9.685
90,10.046
100,9.773
110,9.023
120,8.931
130,8.995
140,10.537
150,9.111
160,8.523
170,9.347
180,9.199
190,8.296
200,9.259
210,8.222
220,9.833
230,9.352
240,8.972
250,9.602
260,9.394
270,9.079
280,9.731
290,9.75
300,8.537
310,9.227
320,8.792
330,8.148
340,8.995
350,8.056
360,8.468
370,8.833
380,8.347
390,8.102
400,9.005
410,9.051
420,8.833
430,8.412
440,9.616
450,8.542
460,10.333
470,10.426
