seconds,mean_intensity
-20,11.567
-10,10.144
0,3.548
10,5.827
20,6.663
30,7.115
40,7.505
50,8
60,7.779
70,6.966
80,6.88
90,7.88
100,7.125
110,7.394
120,7.125
130,7.101
140,7.447
150,6.293
160,7.827
170,9.062
180,8.399
190,8.399
200,8.01
210,6.822
220,7.361
230,8.466
240,7.822
250,8.125
260,8.721
270,7.553
280,8.149
290,8.567
300,8.096
310,8.74
320,7.678
330,6.774
340,8.841
350,7.827
360,7.236
370,6.721
380,7.192
390,6.519
400,7.75
410,7.163
420,7.611
430,8.091
440,8.808
450,8.913
460,9
470,7.971
