seconds,mean_intensity
-20,10.853
-10,10.734
0,3.448
10,3.657
20,4.573
30,5.559
40,6.972
50,5.476
60,7.168
70,7.126
80,6.231
90,7.692
100,7.755
110,8.273
120,7.916
130,8.098
140,6.517
150,6.748
160,6.692
170,7.783
180,7.832
190,7.692
200,7.343
210,7.874
220,6.762
230,7.371
240,7.322
250,8.72
260,8.168
270,7.098
280,9.203
290,7.748
300,7.881
310,7.343
320,7.517
330,7.566
340,6.937
350,7
360,6.434
370,6.867
380,7.65
390,7.476
400,6.923
410,9.622
420,8.252
430,8.664
440,7.545
450,5.951
460,6.86
470,7.671
