seconds,mean_intensity
-20,12.075
-10,9.86
0,11.104
10,9.308
20,8.093
30,10.172
40,10.165
50,9.842
60,10.749
70,10.756
80,10.943
90,10.563
100,10.76
110,10.14
120,11.011
130,10.165
140,9.075
150,8.907
160,8.91
170,7.559
180,7.24
190,7.717
200,7.412
210,8.165
220,8.215
230,8.398
240,7.982
250,7.505
260,7.746
270,6.961
280,8.957
290,8.133
300,7.638
310,7.703
320,7.566
330,8.753
340,8.875
350,9.061
360,9.011
370,9.789
380,8.742
390,9.376
400,8.416
410,8.566
420,8.022
430,8.409
440,8.857
450,8.484
460,9.025
470,11.219
