seconds,mean_intensity
-20,20.474
-10,20.177
0,20.612
10,20.96
20,19.908
30,20.116
40,20.273
50,18.532
60,18.074
70,18.695
80,18.787
90,16.996
100,16.07
110,17.649
120,17.486
130,16.203
140,16.488
150,17.821
160,17.46
170,16.191
180,17.753
190,17.797
200,17.285
210,17.012
220,16.992
230,14.761
240,15.145
250,15.09
260,14.41
270,14.629
280,14.522
290,14.458
300,13.797
310,13.705
320,15.062
330,13.667
340,13.562
350,14.263
360,14.237
370,13.787
380,14.145
390,13.639
400,13.185
410,13.09
420,12.04
430,12.827
440,12.777
450,12.576
460,13.478
470,13.369
