seconds,mean_intensity
-20,12.75
-10,11.438
0,5.274
10,6.188
20,6.404
30,5.163
40,6.976
50,8.029
60,7.385
70,8.692
80,8.947
90,8.875
100,9.88
110,9.572
120,9.173
130,11.62
140,9.327
150,9.947
160,9.111
170,7.808
180,8.697
190,8.899
200,9.188
210,8.303
220,7.269
230,7.087
240,7.683
250,8.139
260,7.26
270,7.418
280,7.168
290,8.149
300,7.668
310,8.317
320,7.611
330,7.726
340,7.822
350,8.144
360,8.87
370,9.303
380,9.385
390,9.462
400,9.197
410,8.692
420,10.457
430,8.865
440,11.668
450,11.12
460,10.587
470,11.053
