seconds,mean_intensity
-20,15.058
-10,14.162
0,14.643
10,14.326
20,15.677
30,13.875
40,13.363
50,13.085
60,11.921
70,13.076
80,13.771
90,12.851
100,13.027
110,13.271
120,12.262
130,13.125
140,13.64
150,13.271
160,13.25
170,12.03
180,12.82
190,11.646
200,10.945
210,13.375
220,12.817
230,11.948
240,12.96
250,12.713
260,12.524
270,12.68
280,12.604
290,12.494
300,11.646
310,11.442
320,11.518
330,12.009
340,11.332
350,11.762
360,11.86
370,12.125
380,11.976
390,11.488
400,11.683
410,11.357
420,11.832
430,10.744
440,11.262
450,10.253
460,12.186
470,10.25
