seconds,mean_intensity
-20,7.995
-10,7.838
0,3.416
10,4.305
20,4.533
30,5.122
40,4.959
50,4.893
60,4.614
70,5.497
80,5.782
90,5.99
100,6.218
110,5.335
120,5.695
130,6.579
140,5.98
150,5.944
160,6.234
170,6.538
180,6.365
190,4.782
200,5.985
210,6.528
220,7.086
230,6.208
240,6.64
250,6.975
260,6.964
270,6.467
280,6.716
290,6.751
300,6.041
310,6.112
320,5.01
330,5.904
340,5.98
350,6.218
360,6.36
370,5.137
380,4.452
390,5.264
400,5.99
410,6.193
420,7.081
430,6.64
440,6.609
450,5.741
460,7.594
470,7.645
