seconds,mean_intensity
-20,11.754
-10,11.617
0,4.5
10,4.417
20,6.592
30,7.379
40,7.521
50,7.675
60,8.429
70,7.792
80,8.229
90,9.396
100,8.808
110,7.675
120,8.067
130,8.867
140,8.558
150,9.025
160,6.954
170,8.125
180,8.812
190,7.983
200,8.546
210,7.633
220,8.4
230,9.037
240,6.9
250,7.025
260,6.554
270,6.188
280,6.9
290,7.071
300,6.642
310,5.729
320,5.221
330,4.958
340,5.379
350,5.371
360,4.525
370,5.088
380,4.938
390,5.921
400,5.354
410,6.125
420,4.812
430,6.179
440,4.888
450,5.508
460,5.771
470,5.579
