seconds,mean_intensity
-20,10.734
-10,9.579
0,3.667
10,3.917
20,5.087
30,5.952
40,6.71
50,7.028
60,6.373
70,5.532
80,6.206
90,6.651
100,6.496
110,7.413
120,6.377
130,6.742
140,6.23
150,7.194
160,7.369
170,7.155
180,6.587
190,7.623
200,7.151
210,6.619
220,6.139
230,6.794
240,7.476
250,7.401
260,6.591
270,7.171
280,6.036
290,7.171
300,6.373
310,7.563
320,7.306
330,7.802
340,7.159
350,7.405
360,8.262
370,7.056
380,6.5
390,6.706
400,6.679
410,7.044
420,7.437
430,7.413
440,7.54
450,7.5
460,7.563
470,7.421
