seconds,mean_intensity
-20,11.584
-10,11.506
0,4.026
10,4.162
20,4.63
30,4.5
40,5.61
50,5.662
60,6.351
70,6.416
80,6.994
90,5.831
100,6.169
110,6.143
120,6.208
130,5.175
140,5.747
150,6.532
160,6.981
170,6.532
180,7.299
190,6.474
200,6.825
210,6.714
220,7.026
230,6.078
240,7.052
250,7.766
260,6.734
270,6.545
280,7.331
290,6.506
300,6.279
310,5.896
320,6.325
330,5.844
340,5.955
350,6.812
360,6.948
370,6.208
380,6.773
390,6.539
400,5.877
410,7.604
420,6.669
430,5.636
440,6.675
450,4.825
460,5.604
470,5.688
