seconds,mean_intensity
-20,10.189
-10,10.924
0,9.708
10,10.148
20,9.894
30,11.235
40,11.731
50,10.174
60,10.996
70,10.595
80,11.455
90,12.114
100,11.322
110,10.667
120,11.697
130,12.038
140,10.992
150,12.481
160,13.367
170,12.591
180,11.064
190,11.898
200,11.182
210,11.08
220,11.133
230,10.523
240,9.568
250,9.261
260,9.242
270,9.258
280,8.504
290,9.727
300,8.86
310,9.989
320,9.845
330,9.178
340,8.439
350,10.879
360,9.659
370,8.583
380,8.697
390,8.098
400,8.621
410,9.019
420,8.375
430,8.47
440,7.939
450,8.595
460,7.189
470,6.803
